,review,rating,date
386,재미있게 잘 봤습니다 고맙습니다 ,10,15 시간전
387,가볍게 웃으며 볼수 있는 영화입니다.,8,15 시간전
388,영화 히트맨2 잘 봤습니다. 🙂,10,15 시간전
389,재밌긴한데 1편보단 덜했습니다,7,15 시간전
390,재밌긴한데 1편보단 덜했습니다,7,15 시간전
391,특별한 건 없었다. 오히려 전작만큼 재밌지 않았다.,6,15 시간전
392,아주 재미있고 유쾌하고 웃기며 감동적이기도하고 액션장면도 있습니다.,10,15 시간전
393,시원시원한 액션과 웃음까지~재미있게 잘 봤습니다!!^^1편을 보고봐야 더 재미있게 볼 수 있을 것 같아요~1편때 배우분들이 그대로 나와서 더 반가웠네요^^ 유쾌한 액션 맛집!! ,8,15 시간전
394,좋아요 잘 봤어요 ㅎㅎ,10,15 시간전
395,볼만한 영화였습니다.,7,15 시간전
396,볼만한 영화였습니다.,7,15 시간전
397,형만한 아우는 있더라,10,15 시간전
398,간만에 웃었네요 ㅋㅋ ㅋㅋㅋ ,7,15 시간전
399,그저그랬습니다...,7,16 시간전
400,재미있게 영화를 봤어요,10,16 시간전
401,뇌 빼고 보는 킬링타임용 영화,7,16 시간전
402,히트맨투히트맨투히트맨투,4,16 시간전
403,얼렁뚱땅 익숙한 웃음를 강요하는 중딩연출,6,16 시간전
404,1편보단 좀 덜하지만 가볍게보기 좋야음,8,16 시간전
405,배우들의 연기는 나무랄때가 없고 스토리와 연출 역시 전편처럼 개연성이 없는거같다 웃음포인트도 잔잔해서 다소 아쉬움이 컸다 전편만큼만 하길 바랬는데 큰기대없이 보길.,4,16 시간전
406,재미있게 봤어요 욕대사가 많은건 어쩔수 없겠죠 히트맨2  응원합니다 ,10,16 시간전
407,1편보다 재미있었어요,10,16 시간전
408,가족액션영화. 편하게 보기 좋아요,8,16 시간전
409,생각없이 봐야함. 액션이 좀 산만하고 욕이 많아요. 편집장님. 국정원차장님 재밌어요 짱,7,16 시간전
410,애니 퀄은 괜찮은데 영화는 재미없음.,6,16 시간전
411,하… 이게 영화인가… ㅠㅠ 내 시간 내 돈,3,16 시간전
412,단한번 피식 웃었습니다...90년대 개그가 영화 80프로라서 안맞으면 정말 힘듭니다.,4,16 시간전
413, 어설프지만 1편 만큼은 한다,7,16 시간전
414,1편만큼 재미있어요 ,10,16 시간전
415,2편을 만들지 말았어야 했다,1,16 시간전
416,1편 못지않게 정신없음 웃기네 이 영화 ㅋㅋㅋ,10,16 시간전
417,"너무 재미 없어요   두시간동안 웃음소리가 한번도 안났어요 .  원보다 더 재미 없어요 비추입니다
",1,16 시간전
418,애니메이션과 같이 나오는 구성은 괜찮았으나.. 너무 억지스러운 면이 많았어요.,6,16 시간전
419,"초반에 엄청 유치했는데 후반엔 그렁저렁 볼만함 
그저 킬링타임 용 ",7,16 시간전
420,전편보다는 덜 재미있지만 여전히 즐겁고 유쾌한 코메디.,8,16 시간전
421,생각없이 웃으면서 보기 좋은 영화,10,16 시간전
422,유쾌하고 재밌었습니다,10,16 시간전
423,조금은 어설프고 약간은 억지 웃음?,8,16 시간전
424,그냥 저냥 볼만했어요. ,6,16 시간전
425,영화 재미가 없네요 기대이하에요 중간에 졸았다는...,5,16 시간전
426,★*★*★*★*★*,10,16 시간전
427,스토리는좀 뻔했다 웃음도 좀 뻔했다,5,16 시간전
428,"2시간이 후딱 지나갈정도로 재밌어요
액션연기하느라 권상우 배우 힘드셨을듯^^;
웃긴장면 관객들의 반응도 재밌고 웃겨요^^

무대인사도 영화분위기 따라 재밌어요^^
이이경씨 최고",10,16 시간전
429,ㅣㅂ럽ㄴ벼펍납넢엽납넙너넙ㄴ,10,16 시간전
430,중간에 나옴..도저히 볼수가없네요 ㅋ,2,16 시간전
431,형만한 아우 없다더니,5,16 시간전
432,킬링타임용 영화네오 다크나이트 아이리스2 생각나네요,6,16 시간전
433,웹툰만화에만 관심있고 전쟁난 나머지 내용 다 빼고 만족했고 재미있게 잘 봤다 또 사랑 이야기 싸운 줄 알았다.,10,16 시간전
434,재밌게 잘 봤어요~~^,10,16 시간전
435,즐거운 관람이었습니다.,10,16 시간전
436,어설프긴한데 기대없이 봐서 괜찮게 봤습니다 ,7,16 시간전
437,즐거운 관람이었습니다.,10,16 시간전
438,재미있는 영화 잘봤어요 ,8,16 시간전
439,유치하고 재미없었습니다.,5,17 시간전
440,기대가 컸나요 쏘쏘 ㅎㅎ,6,17 시간전
441,잘봤습니다 잘봤습니다,6,17 시간전
442,조금 폭력적이긴해도 재미있었어요,8,17 시간전
443,아쉬웠어요 ㅠㅠㅠㅠ ,7,17 시간전
444,너무 재밌게 잘봤습니다 ,10,17 시간전
445,시간 보내기 좋은 코믹 영화에요,8,17 시간전
446,스토리가 너무 어수선하고 웃기지도 않네요.,7,17 시간전
447,생각보다 액션이 쎄네요. 재밌게 봤어요,9,17 시간전
448,"전편 의리로 관람했는데, 초반 엉성한 연출만 견디면 중반부 이후부터는 B급 감성 코메디로 즐길 수 있는 영화!!",8,17 시간전
449,즐거운 오락영화입니다,9,17 시간전
450,코믹 액션 신파가 전부 있어요,6,17 시간전
451,1편보다 지루한 장면이 난무,7,17 시간전
452,개인적으로 웹툰은 별로여서 그런지 준의 액션 말고는 좀 그러네요,7,17 시간전
453,연출 스토리 영상미 보통 이었습니다.,8,17 시간전
454,재미있어요 재미있어요 ,10,17 시간전
455,"그저 킬링타임용 개그액션물. 허나, 킬링타임이라고 붙이기에도 민망한 개그 수준과 스토리.",4,17 시간전
456,엄청나게 빵터지게 웃긴건 아니지만 전반적으로 흥미롭고 소소하게 웃으며 볼 수 있어요,8,17 시간전
457,"생각보다 빵빵 터지는 유머요소는 조금 부족하지 않았나 싶고, 스토리가 조금은 지루한 느낌리 있었습니다 ",7,17 시간전
458,보다가 졸았음 기대는 안 했지만 그래도 좀...  중요한 장면에서 두번이나 졸았네요  그만큼 긴장감이 없달까? 다른 사람들은 재밌게 보는 것도 같은데...,6,17 시간전
459,의도된 클리셰도 제 기능을 못할 때,4,17 시간전
460,액션도 좋고 재미있는 오락영화에요 ,10,17 시간전
461,그저 그랬어요. ㅠ ㅜ,7,17 시간전
462,제대로 웃긴 코메디 영화 등장!!!,10,17 시간전
463,너무 정신없어요. 액션만 좀 괜찮음,4,17 시간전
464,재미있게 잘 봤습니다,8,17 시간전
465,재미있고 유쾌하게 잘 봤어요~,9,17 시간전
466,너무너무 재미있었습니다~~~♡♡♡,10,17 시간전
467,재미있게 잘 봤습니다,8,17 시간전
468,배우들의 코믹연기는 매우 즐거웠으나. 스토리가 다소 아쉽습니다,8,17 시간전
469,1퍈에서 봤던 장점이 느껴지지 않는다 2시간 내내 시간이 아까웠어요,1,17 시간전
470,배우들의 연기가 좋았습니다.,7,17 시간전
471,그럭저럭 볼만했습니다.,7,17 시간전
472,요새 볼 영화가 없는데 이유를 알겠네...,6,17 시간전
473,완전 재밌었음 웃을 날 없는 요즘 암생각없이 웃다 오기 좋음!!,10,17 시간전
474,1편만큼 재밌어요♡,10,17 시간전
475,ㅎ.ㅎ.ㅎ.ㅎ.ㅎ.,6,17 시간전
476,많이 아쉬워요.추천은 안합니다.,5,17 시간전
477, 웹툰반 영화반 그냥 재미있게 봤어요 마지막 카메오출연이 한목 했네요 ㅎ,7,17 시간전
478,너무너무 재미있게 봤습니다 ,6,17 시간전
479,짠한형보고 영업당했는데 짠한형보다 재미없음,5,17 시간전
480,히트맨2 재미있게 봤습니다,10,18 시간전
481,코믹영화가 아니라 액션영화로 보면 봐줄만 ^^ 최지우 까메오 출연 반가워요 ~,8,18 시간전
482,나이스구웃좋아요감사 ,9,18 시간전
483,무난무난하게 봤습니다 ,5,18 시간전
484,가볍게 시간 보내기 좋은 유쾌한 영화였습니다. 좋은 영화 만드느라 수고하셨습니다.,7,18 시간전
485,그냥 가벼운 마음으로 보세요 ㅋㅋ,6,18 시간전
486,아이들과 같이 갔는데 유머가 과하지 않고 스토리가 탄탄해서 다들 만족했어요,10,18 시간전
487,재미있게 잘 봤어요 ,10,18 시간전
488,그냥 킬링타임용  오버에 오버를 더한 영화,7,18 시간전
489,깔끔합니다 1이랑 비슷했어요,10,18 시간전
490,코미디+드라마 꿀잼,10,18 시간전
491,1보다는 좀 실망스러웠습니다.,5,18 시간전
492,황우슬혜 나오는부분만 재밋음 너무 기대햇나봄 ㅠ ,8,18 시간전
493,전편보다 발전된 스토리 전개가 만족스러웠네요.,8,18 시간전
494,권상우 배우님 코믹연기 잘해요 편하게 재밌긴 하지만 좀아쉬운 영화였어요,7,18 시간전
495,역시 액션씬과 웃긴 내용이 잘 어우러진 재미있는 영화였다.,10,18 시간전
496,시간때우기 좋아요 초반에는 좀 지루하고 전반적으로 좀 아쉬워요,7,18 시간전
497,재밌게 잘 봤습니다 ,10,18 시간전
498,히트맨2 잘 봤어요!,10,18 시간전
499,코믹스릴박진감넘치는옝화였음,9,18 시간전
