영화 제목,review,rating,date
히트맨2,"배우들의 연기력과 액션 실력이 뛰어나요. 매 장면마다 몰입감 넘치는 연기로 관객을 사로잡고, 액션 장면에서는 강렬한 카리스마를 발산하며 눈을 뗄 수 없게 만듭니다!! 시간가는 줄 모르고 봤어요.",10,2025.01.22. 12:56
히트맨2,오락물로 즐기기에 괜찮았어요,10,2025.01.23. 07:06
히트맨2,예고편 보고 재밌어보여서 관람했는데 기대만큼이나 너무 유쾌하고 재밌었습니다 ㅎㅎ,10,2025.01.22. 22:50
히트맨2,처음부터 끝까지 웃은 영화는 정말 오랜만에 봤어요ㅠㅠ 히트맨1도 재밌게 봐서 2도 나름 기대하고 봤는데 정말로 기대한거보다 더 웃겼습니다ㅋㅋㅠ 배우들 연기력도 탄탄해서 그런지 어색함 1도 없이 재밌게 잘 봤습니다. 부모님과 같이 보러간건데 과묵했던 아빠가 정말 많이 웃으셨어요ㅋㅋㅋ 누굴...,10,2025.01.22. 14:16
히트맨2,이번 편도 시간 순삭 당함ㅋㅋㅋ권상우배우님 찐팬됨오랜만에 재밍있는 영화 봐서 스트레스 풀렸음재미만 있는 줄 알았는데 액션도 좋았음 갠적으로 한 번 더 볼 거임,10,2025.01.23. 09:46
히트맨2,"히트맨2""는 액션과 코미디가 완벽하게 결합된 재미있는 영화입니다. 권상우와 이이경의 찰떡 호흡이 돋보이고, 예측할 수 없는 전개와 유쾌한 웃음이 가득합니다. 가족과 함께 보기 좋은 영화로, 설날에 즐기기 안성맞춤!",10,2025.01.22. 18:05
히트맨2,비빔밥처럼 맛있는 영화. 편안하고 재밌었어요 :),10,2025.01.22. 14:51
히트맨2,1보고나서 너무 재미있어서 봤는데 역시 2도 실망시키지 않네요! 너무 재미있었습니다!,10,2025.01.22. 14:45
히트맨2,"1도 재밌었는데 2는 진짜 완전 기대이상..증말 재밌게 보고 가요가족들이랑 보기 너무 좋을거 같고..개그,감동 다 잡은듯",10,2025.01.22. 14:35
히트맨2,권상우 영화 역시 믿고 봅니다.이번껀 개인적으로 1보다 훨씬 재밌네요 ㅋㅋ 무조건 보세요 ㅎ,10,2025.01.22. 14:32
히트맨2,1은 안보구 2먼저 봤는데 너무 재미있어요!ㅋㅋㅋ 집가서 1도 다시 봐야겠어요 ㅋㅋㅋ 강추합니다!!,10,2025.01.22. 14:27
히트맨2,진짜 시작부터 끝까지 놓칠 틈이 없음ㅋㅋㅋ 이번엔 진짜 작정하고 웃기려고 만든거같은데 배우들 케미가 좋아서 영화관에서 내주변도 다 빵터짐 코미디류 좋아한다면 강추함,10,2025.01.22. 14:06
히트맨2,나는 히트맨 1을 재밌게 봤다. 나는 새해맞이로 웃으면서 가볍게 보기 좋은 영화를 찾는다.면? 무조건 강추함ㅋㅋㅋㅋ이번 설 연휴도 긴데 뭐하지..싶고 요새 웃을 일도 적다면 히트맨으로 웃음충전 레츠고!,10,2025.01.22. 14:06
히트맨2,배우들 케미 진짜 미쳤고 너무 재밌어서 설 연휴에 가족들이랑 또 보려고 합니다ㅋㅋ,10,2025.01.22. 14:02
히트맨2,"최근 진지한 영화들만 보다, 오랫만에 스트레스 확 풀리는 영화를 만났네요요즘 스트레스가 많았는데 정말 마음놓고 웃고 즐기고 나올 수 있었습니다ㅋㅋㅋ 히트맨 3도 기대되네요ㅎㅎ",10,2025.01.22. 14:01
히트맨2,웃음사냥할려고 작정하고 만든영화임ㅋㅋㅋㅋB급감성유머코드가 완전 내스타일이어서 내내 웃다보니 영화가 끝나있었음 ㅋㅋㅋ시간순삭당함ㅋㅋㅋㅋ특히이이경배우 진짜 너무 웃기고 연기 너무 잘함 이번 설연휴에 가족들이랑 봐도 너무 좋을듯 추천!! :),10,2025.01.22. 12:46
히트맨2,가족들과 연휴에 보기 좋은 영화네요!! 다들 연기도 잘해서 재미나게 봤습니다이이경배우가 진짜 웃겨요 ㅋㅋ,10,2025.01.22. 12:40
히트맨2,히트맨 1에 비해 스케일도 커지고 이야기도 더 풍부해진 거 같아요!! 너무 웃겨서 눈물났습니다 ㅋㅋㅋ,10,2025.01.22. 12:05
히트맨2,시간 떼우려고 급 예매해서 보게 됨. 생각 없이 보러 간건데 .. 기대 이상으로 많이 웃고 나온 영화 ㅎㅎ 추천합니다,10,2025.01.22. 12:03
히트맨2,너무너무 즐겁게 보았습니다!ㅎㅎ 복잡한 생각없이 즐겁게 웃으면서 볼수있는 코믹영화를 찾는다면 정말 강추합니다! 히트맨1을 너무 재미있게 본기억으로 예매하여 이번에 개봉한 히트맨2도 예매하여서 관람 하였는데 정말 대만족 입니다!!,10,2025.01.22. 12:01
히트맨2,히트맨2 잘 보았습니다,8,2025.01.22. 15:20
히트맨2,진짜 너무 재밌어요! 설날에 가족이랑 또 보러구여 ㅎㅎㅎ 영화 보는 내내 웃었더니 행복해지네요 ㅎㅎ,10,2025.01.22. 15:06
히트맨2,"역시 권상우 코믹은 여전히 재밌네요, 유쾌하게 즐겼습니다!",10,2025.01.22. 15:05
히트맨2,1을 너무 재밌게 봤는데 2도 역시 기대만큼 재밌었습니다~! 설연휴에 부모님과 같이 볼 영화로 강력 추천합니다!,10,2025.01.22. 14:59
히트맨2,1편에 이어 2편까지...ㅋㅋㅋㅋ 오랜만에 재밌는 코믹영화였습니다!!!가족들이랑 같이 보시기 강츄입니댜~,10,2025.01.22. 14:54
히트맨2,애니메이션도 꽤 고퀄이고 배우들 연기 웃겨 미침ㅋㅋㅋ정준호 이이경 케미는 예상했는데 권상우도 이정도로 웃기다고??ㅋㅋㅋ가족들이랑 같이 또 보러가야징,10,2025.01.22. 14:54
히트맨2,이번편 완전 레전드 권상우 이이경 코미디 완전 내스타일 ㅠㅠ,10,2025.01.22. 14:52
히트맨2,아니 내 기억속에 소라게 아저씨가 원래 이렇게 쌈뽕하게 잘 싸우는 아저씨였다는 걸 새삼 다시 깨달음ㅋㅋㅋ 1편 봤으면 반가울 요소들도 곳곳에 있고 이순원 짱,10,2025.01.22. 14:49
히트맨2,영화 잘봤습니다 영화 잘봤습니다,8,2025.01.23. 15:01
히트맨2,전편보다는 조금 부족한듯하지만 잘 봤습니다,6,2025.01.23. 13:57
히트맨2,너무너무 유치한데 어르신들은 좋아하시네요,6,2025.01.23. 13:33
히트맨2,재밌게 잘 보았습니다~!,8,2025.01.23. 00:45
히트맨2,기대한 정도의 적당한 즐거움,6,2025.01.22. 12:31
히트맨2,유치하다. 하지만 재밌다.,7,2025.01.23. 00:26
히트맨2,"1편을 보지는 못했지만 액션 장면은 볼 만한데 허술한 스토리, 산만한 전개, 생뚱맞고 불필요한 장면들과 캐릭터들, 과장된 연기, 식상한 개그 코드 등 많은 아쉬움을 남기네요.",7,2025.01.22. 21:50
히트맨2,딱 코믹액션 영화ㅋㅋ 잘봤어요,9,2025.01.22. 21:06
히트맨2,좀더 다듬어서 괜찮은 코믹액션 시리즈물이 되었으면 좋겠어요.,7,2025.01.22. 23:02
히트맨2,좀 유치한 코미디 좋아하시는분들에게는 확실히 재미있을거같습니다,9,2025.01.22. 14:36
히트맨2,가볍게 볼만하고 황우슬혜는 여전히 존예 설 연휴에 가볍게 볼만한 영화 세명 케미가 미쳤음,8,2025.01.22. 13:40
히트맨2,연기의 군계일학은 김성오였다.,8,2025.01.22. 23:05
히트맨2,기대 없이 보러 가서 그런지 재미있었어요 가볍게 보기 좋아요,6,2025.01.22. 20:54
히트맨2,역시 믿고 보는 배우들 입니다. ㅋㅋ 히트맨1을 너무 재밋게봤어가지구 오늘 연차여서 보고왔는데 재밌게 봤습니다. 웃을일이 없는 요즘 설날에 가족영화로 강추 입니다.,10,2025.01.22. 13:07
히트맨2,너무너무너무 재미있어요.,10,2025.01.22. 23:10
히트맨2,짠한형나온거보고 배우들 캐미좋아보여서 봤어요!가볍게 보기 좋아요. 너무 머리 쓸 필요 없이 딱 팝콘먹으면서 웃으면서 보고 나왔습니다,10,2025.01.22. 17:23
히트맨2,감사합니다 잘봤습니다,10,2025.01.23. 17:09
히트맨2,배우들 코믹연기 좋아요,8,2025.01.23. 16:18
히트맨2,엔딩곡 좋았어요 소년만화깔,6,2025.01.23. 15:29
히트맨2,가족들과 연휴에 보기 좋은 영화에요.,10,2025.01.23. 08:01
히트맨2,"히트맨1을 너무 재밌게봤어요♡♡히트맨2도 구우우웃2의 감동으로, 1을 다시 주행하고싶어졌어요~ ㅋㅋ권상우님 말대로 히트맨 3에서 봅시다강추!",10,2025.01.22. 21:56
히트맨2,재미나게 잘봣어요 ^^,8,2025.01.22. 14:08
히트맨2,나 히트맨1을 안봤는데 이거보고 1편도 찾아 봄 ㅎ 설에 가족들하고 즐겁게 보기 좋은 스낵무비입니다~ ㅎㅎㅎ,10,2025.01.23. 14:46
히트맨2,가족들이랑 간만에 좋은시간 보낸거같아요ㅋㅋㅋ 늘 옥상에서 날라다니는 권상우~~ 재미있게 봤습니당ㅋㅋ,10,2025.01.22. 19:54
히트맨2,1편보고 2편 기다렸는데!! 기다린 만큼 넘 재밌다 ㅋㅋㅋㅋ 가족이랑 보기 좋을듯 ㅠ 설연휴에 다시 보려고요,10,2025.01.23. 17:12
히트맨2,어른들은 혹시 좋아하실수도 있어요,8,2025.01.22. 21:13
히트맨2,킬링타임용으로 괜찮았어요 연휴에 가족이랑 보면 좋을 것 같아요,8,2025.01.23. 13:39
히트맨2,진짜 권상우만의 액션과 감초 이이경 너무 좋다. 진짜 설에 가족들과 가볍게 보러 가면 너무 좋을 영화 강추!!,10,2025.01.22. 14:45
히트맨2,진짜 배터지게 웃으면서 봤습니다!!!영화 내내 웃음참느라 힘들었어요 ㅎㅎㅎ,10,2025.01.22. 23:19
히트맨2,숏츠보다 영화까지 봤는데 연기들이 왜이리 찰떡인지!!너무 재밌게봤네여! 추천,10,2025.01.22. 22:27
히트맨2,"이이경이랑 케미도 너무 좋고, 권상우 액션도 살아있고 정준호도 개그감 죽지 않았네요. 요즘 시국도 그렇고 우울한 일이 많아서 다운되어있 었는데, 히트맨2 덕에 기분전환한것 같네요",10,2025.01.22. 13:44
히트맨2,남자친구랑 같이 보고왔는데 남친도 엄청 재밌어했고 저도 너무 재밌게보고왔습니다!!!! 이이경님 이렇게 웃긴지 몰랐는데ㅋㅋㅋㅋ 완전 팬됐어요ㅠㅠㅠ 시즌3도 기대하겠습니다!!!,10,2025.01.22. 13:31
히트맨2,와아..1편보다 더더더 재밌쟈냐ㅠㅠㅠ후속편은 재미없다는 인식을 뒤집어버린 영화입니다!!기존 캐릭터도 잘 살린게 너무 좋았어요!같은 장면에서 관객들이 다같이 웃으니까 더 재밌었습니다ㅎㅎ오랜만에 배꼽빠지게 웃었네요코믹영화보고 ’진짜 미친듯이 웃겼다‘라는 평만큼 극찬이 또 있을까 싶습니...,10,2025.01.22. 12:43
히트맨2,"영화를 오랜만에 보러왔습니다! 요즘 머리가 복잡해 가볍게 볼만한 영화가 필요했는데 마침 1을 재밌게 봤던 히트맨2 개봉한다길래 첫타임으로 보고왔어요. 영화보면서 신나게 웃고 왔습니다! 배우들 연기는 뭐 말할것도없구, 가족들끼리 명절에 다시와서 보고싶네요!",10,2025.01.22. 12:06
히트맨2,여러분 이건 진짜 꼭 보세요.정말 간만에 영화다운 영화를 봅니다.코믹.액션.감동 빠지는게 없는 10점만점에 20점짜리!시간가는줄 모르고 봤어요.,10,2025.01.23. 14:56
히트맨2,이이경만 나오면 웃겨요 ㅠㅠ,10,2025.01.22. 17:58
히트맨2,히트맨 1보다 훨씬 재밌어요! 시간 가는줄 모르고 너무 재미있게 봤네요ㅎㅎ 배우들도 연기를 너무 잘하셔서 엄청 몰입해서 봤습니다!,10,2025.01.22. 14:52
히트맨2,히트맨1도 재밌게 봤는데 2도 역시나 재밌네요 킬링타임용으로 좋고 요즘 볼 거 없었는데 너무 즐거웠어요 오랜만에 깔깔거리며 웃었네여,10,2025.01.22. 15:25
히트맨2,히트맨1도 재미나게 봐서 나오자마자 바로 봤는데 너무 재미나게 봤습니다. 권상우님도 여전하시고 저는 황우슬혜님이 제일 웃긴거 같아요 ㅋㅋ 뭔가 그 황우슬혜님만의 개그코드가 저랑 너무 잘 맞아요 ㅋ 김성오님의 살벌한 눈빛 연기도 좋았습니다. 시리즈 별로 안좋아하는데 히트맨3가 기대됩니다.,10,2025.01.22. 15:23
히트맨2,ㅋㅋㅋㅋ진짜 생각없이 웃었습니다 재밌어요~,10,2025.01.23. 08:15
히트맨2,유치하긴하지만 재밌어요,8,2025.01.22. 12:20
히트맨2,믿고 보는 출연진들로 오랜만에 가볍고 즐겁게 볼 수 있는 영화입니다! 후속도 기다리게 되네요ㅋㅋㅋ,10,2025.01.22. 14:08
히트맨2,스포일러가 포함된 감상평입니다. 감상평보기,10,2025.01.22. 19:28
히트맨2,킬링타임으로 너무 좋고 유쾌하다!!,10,2025.01.22. 19:03
히트맨2,엄청 재미있어요 흥행하면 좋겠어요,10,2025.01.22. 17:58
히트맨2,재밌게 잘 봤습니다ㅎㅎ,5,2025.01.22. 17:07
히트맨2,"최근에 스트레스 받는 복잡한 내용 보기 힘들었는데, 가볍게 볼 수 있어서 좋았습니다. 연휴에 가족들이랑 봐도 좋을 거 같아요!",10,2025.01.22. 16:42
히트맨2,감독님 프로필 사진부터 안재밌을수가 없다한참 웃다 나왔어요 이이경 얼굴만봐도 웃기다 이제 ..,10,2025.01.22. 14:48
히트맨2,간만에 보는 재밌는 영화...!! 완전 재밌게봤어요.배꼽 빠지는 줄 ..3도 기대 되네요ㅋㅋㅋㅋ믿고 보는 권상우..굿굿,10,2025.01.22. 14:47
히트맨2,??????sns에서 짤막하게 돌아다니는 영상 보고 바로 예매하고 관람했습니다ㅎㅎ 유명한 배우분들 많이 나오셔서 연기도 최고 영화 보실 때 꼭 휴지 들고 가세요!!!!,10,2025.01.22. 14:39
히트맨2,1편도 재미있게 봤었는데 2편도 기대 이상이에요 몰입감도 연기력도 너무 좋았던 영화 가족들과 설연휴에 다같이 봐도 재미있을 것 같아요 추천합니다! ㅎㅎ,10,2025.01.22. 14:38
히트맨2,울다 웃다가 미쳐버리는 줄 알았습니다ㅜ 넘 재밌어요 ㅜㅜ 역시 믿고 보는 배우들!!! 친구랑 봤는데 가족들이랑 봐도 잼날 것 같네영 완전 굿,10,2025.01.22. 14:37
히트맨2,내내 지루하지 않고 재밌었어요 추천합니당,10,2025.01.22. 16:04
히트맨2,영화 정말 재밌었습니다 감사합니다 잘봤습니다,10,2025.01.22. 16:04
히트맨2,히트맨1을 너무 재밌게 본지라 기대하고 봤는데역시나 너무 재밌어요ㅠㅠㅋㅋ지난번 남편이랑도 잼께 본 영화라ㅎㅎ 2 나오길 기다렸었어요역시 다들 연기 넘 잘해요ㅋㅋ설에 부모님도 재밌게 보고 오시라고영화 예매도 해두었습니다ㅎㅎ 간만에 영화관에서 웃으면서 봤습니다ㅋㅋ,10,2025.01.22. 15:15
히트맨2,뇌 빼놓고 웃고 싶은 사람들 추천!간만에엄청 웃으면서 영화봤네요 ㅎㅎ,10,2025.01.22. 15:13
히트맨2,간만에 보는 유쾌한 영화네요ㅎㅎㅎ박장대소하느라 시간가는줄 모르고 봤습니다.,10,2025.01.22. 14:49
히트맨2,가족끼리가서 오랜만에 생각없이 깔깔 웃다왔음ㅋㅋㅋ다들 연기를 너무 잘해서 더 웃겼던듯 이거 가족끼리 보기엔 진짜 강추합니다,10,2025.01.22. 19:46
히트맨2,1보고 재밌어서 2보러왔어요~아니나다를까 후회없는 선택 !즐 감상 했습니다 ㅎㅎ,10,2025.01.22. 16:24
히트맨2,ㅈ거미있는영화 히트맨2정말재밌다,10,2025.01.22. 15:49
히트맨2,정말 오랜만에 볼만한 명절 가족영화 1보다 볼거도 많고 출연진들이 재미보장다들 가서 봐보세요 ㅋㅋ,10,2025.01.22. 16:55
히트맨2,역시 히트맨은 믿고보지다보러오세여재밌엇습니다,10,2025.01.22. 15:41
히트맨2,영화관에서 이렇게 크게 웃어도 되나 싶을 정도로 열심히 웃다 온 영화는 첨이다ㅋㅋㅋ 히트맨1 생각보다 넘 재밌게 봐서 2 개봉하자마자 봤는데 진짜 웃기네 ㅋㅋㅋ 가영이 현실캐가 많이 커버려가지고 사춘기 느낌 더 나서 딸바보 아빠 모먼트 권상우가 더 웃김 ㅋㅋㅋ 설에 개봉하니까 엄빠랑 같이 또 ...,10,2025.01.22. 15:34
히트맨2,진짴넘 재밌게 본 영화! 최근 본 영화중에 젤 웃기고 재밌었어요ㅋㅋㅋㅋ 연휴에 가족들이랑 또 보고싶어용ㅎㅎㅎ 출연진 조합도 신선한데 너무 찰떡 배역임!! 요즘 지쳐있었는데 활력 돋네요!!,10,2025.01.22. 15:31
히트맨2,그냥 아무 생각없이보면 낫배드,7,2025.01.23. 12:14
히트맨2,영화 히트맨2 잘 봤습니다.,6,2025.01.22. 22:21
히트맨2,"아재개그 남발 , 삽입 애니 퀄은 좋음",7,2025.01.22. 21:57
히트맨2,히트맨 히트맨 히트맨 히트맨,2,2025.01.22. 09:08
히트맨2,히트맨 히트맨 히트맨 히트맨,2,2025.01.22. 09:05
히트맨2,히트맨1 을 워낙 재미있게 봐서 2편도 기대하고 봤는데 자연스러운 웃음 포인트들이 있어서 재밌어요 ㅋ 범죄도시처럼 1편 안봐도 2편 무리없이 볼 수있어요,10,2025.01.22. 22:29
히트맨2,"1편과 유사하고 유치하지만, 만화를 이용한 연출이 인상적이었다. 액션은 다소 난해한 장면도 있지만 볼 만하다. 가볍게 보기 좋은 작품.",7,2025.01.22. 21:54
히트맨2,1보다 2가 스토리 더 탄탄한거 같네요 ! 재밌게 보고 왔습니다~ !!,10,2025.01.22. 14:43
히트맨2,"1편 재밌게 봐서 개봉일에 봤는데, 2편도 재밌었어요! 가볍게 보기 좋은 스토리고, 개그 코드도 맞아서 웃긴 부분도 많았습니다. 설날 연휴에 가족들이랑 보면 딱 좋을 거 같아요.",10,2025.01.22. 17:25
히트맨2,가볍게 보기 좋았어요 나 지금 X나 쪽팔려 하는 황우슬혜님 너무 웃겼습니다,8,2025.01.23. 08:02
히트맨2,편하게 웃으면서 보고 왔습니다,7,2025.01.22. 17:47
히트맨2,1편보다 2편이 더 재밌네요 ㅎㅎ,8,2025.01.22. 22:04
히트맨2,오랜만에 가족들과 볼만한 영화라 추천합니다.ㅎㅎㅎㅎ가볍게볼만한데 너무 웃기네요,10,2025.01.22. 14:41
히트맨2,1편도 재밌었는데 2편도 재밌네요,10,2025.01.22. 16:41
히트맨2,1도 재밌게 봤는데 2가 더 재밌는 것 같아요.,10,2025.01.22. 16:59
히트맨2,"웃느라 정신 없었네요. <히트맨1>이 재미있어서 <히트맨2> 개봉한단 소식에 기다리고 있었는데, 남녀노소 누구나 보기 편한 작품이어서 좋았습니다. 애니메이션 장면 퀄리티 좋아요~~~~ 우리의 암살요원 준 화이팅!!",10,2025.01.22. 16:25
히트맨2,와 ㅋㅋㅋㅋ진짜 1보다 훨씬재밌음요다들 꼭보세여ㅋㅋㅋㅋ 가족들이랑 간만에 웃겨뒈짐,10,2025.01.23. 07:30
히트맨2,"어머니와 재밌게 봤어요완전 10점 줄만큼 재밌거나 작품성 있는 건 아니고 7,8점 정도는 줄만합니다.영화관에 사람이 많으면 좀 더 재밌을 것 같네요.",8,2025.01.22. 22:13
