,영화 제목,review,rating,date,from_release,word2vec
157,히트맨2,1편보단 별루지만 꽤 웃겨요,8,2025.01.22. 21:06,21,"[-6.7864463e-04 -3.8222596e-03 -2.6073488e-03  5.5191555e-04
  1.7402917e-03  1.2038575e-03 -4.3195806e-04  1.2696848e-03
 -2.9577836e-03  8.8291959e-04  2.5362631e-03 -3.9400384e-03
  2.0140628e-03  4.8738776e-04 -9.1714755e-04 -1.2616256e-03
  2.4909258e-03  1.1352092e-03 -6.7829137e-04 -3.3266605e-03
 -1.8255986e-04 -1.3041220e-03  2.1282425e-03  1.8719634e-03
 -1.2173800e-03  2.3016848e-03  5.0688739e-04  9.5275015e-04
  1.2808903e-04  1.5949389e-03  1.5673768e-03  1.0266753e-03
  1.3805840e-03 -1.0364232e-04  9.5028774e-04 -1.1956451e-03
 -5.2981440e-04 -1.1659493e-03 -6.8597961e-05  2.6934460e-04
 -6.3645851e-04 -2.7985908e-03 -4.0877499e-03  3.2876038e-03
  4.0405802e-03 -1.5346082e-03 -7.6082174e-04  2.6291644e-04
  1.2290685e-03  1.1166271e-03  1.2851689e-03 -1.0056167e-04
 -5.9720897e-04  3.6739870e-03 -1.8602833e-03 -2.0760560e-04
 -1.2155829e-03  8.5522881e-04 -1.8209348e-03 -2.0739774e-03
 -1.2533477e-03 -6.6199573e-04  6.1067287e-04  1.7169297e-03
 -6.4291987e-03  1.3247225e-03 -2.5264120e-03 -1.4869376e-03
 -5.6301261e-04  4.3689139e-04  1.7333179e-03  3.2500857e-03
 -2.8998393e-03  3.2888134e-03  5.3111702e-04  2.4219677e-03
  5.2209944e-04  1.2023512e-03  1.3155658e-03  9.0715708e-04
 -1.9014433e-03 -3.5757537e-03 -3.5527244e-04 -3.5385534e-04
 -5.2105947e-03  1.1735877e-03  1.5493323e-03  1.7295277e-04
 -1.4831644e-04  5.8297499e-04  1.3977785e-03  7.1117934e-04
  5.0107017e-04  6.6081001e-03  1.1476972e-03  3.3800490e-04
  3.0561963e-03 -3.5878518e-03  6.3537038e-05  2.3370236e-03]"
160,히트맨2,오락물로 즐기기에 괜찮았어요,10,2025.01.23. 07:06,31,"[-1.5711207e-03  6.7268091e-04 -1.4706920e-03 -2.9656768e-03
  3.0722487e-04 -2.1263896e-03  6.1150175e-04  3.7987013e-03
  2.3380080e-03  1.0749561e-03  1.0906460e-03 -3.7612934e-03
  1.0536521e-03 -3.5059385e-03 -1.0780034e-03  3.9748349e-03
 -1.5438712e-04 -3.2886858e-03  3.3966538e-03  1.8940553e-03
  1.3481472e-03  6.3274428e-04 -4.4569257e-04  5.6187348e-03
  4.8010875e-04  4.5740446e-03  2.9265839e-03 -1.5352045e-03
 -1.0741267e-03  4.4129239e-03  2.0227931e-03  3.7111950e-03
 -1.3102945e-03 -1.5443935e-03 -9.6724200e-04  3.6828064e-03
 -1.3724627e-04 -2.0969589e-03 -3.6591569e-05 -2.7883239e-03
 -1.2725262e-03  1.7541682e-03 -2.8899722e-03  3.4029200e-04
 -4.6986993e-04 -3.5575270e-03  4.3112850e-03  5.9359160e-04
  9.7447337e-04 -1.5936320e-03 -2.4296748e-03  5.2585069e-04
 -3.9057550e-03  1.8851379e-03  1.3043698e-03 -4.9615746e-06
  2.8546804e-03  3.9955304e-04 -1.4428607e-03  4.0843096e-03
  2.2177995e-04  3.6120049e-03 -8.5195777e-04  1.8250188e-03
 -1.0143465e-03  2.3154230e-03 -2.7473874e-03  6.5026490e-04
  1.5366832e-03  3.1208196e-03  6.7305157e-04  1.1032096e-03
  5.4021098e-04 -9.3566673e-04  1.9909621e-03  3.0601667e-03
 -1.9162160e-03 -1.3580823e-03  2.0235034e-03 -2.6164264e-03
 -2.8815045e-04 -1.8140257e-03 -1.2899536e-03 -1.8923227e-03
 -4.0558265e-03  3.3782651e-03 -3.0569051e-04  5.5725998e-03
 -1.2510477e-03  6.5101869e-04  2.0813288e-03 -1.7373683e-03
 -3.9433436e-03 -1.6768152e-03  3.4898564e-03  4.6869414e-03
 -1.8457442e-03 -1.3147416e-03 -3.1720549e-03 -2.8790913e-03]"
161,히트맨2,예고편 보고 재밌어보여서 관람했는데 기대만큼이나 너무 유쾌하고 재밌었습니다 ㅎㅎ,10,2025.01.22. 22:50,23,"[-1.6055723e-03  2.0912881e-03 -1.9114751e-03  9.7517954e-04
 -8.7405770e-04 -1.7068181e-03 -5.5841979e-04  2.6881311e-03
 -4.0170988e-03 -6.8837230e-04  5.9549703e-04 -1.9433623e-03
 -1.5364172e-03  2.7456135e-03  2.3924902e-03  8.6328131e-04
  3.2601547e-03 -1.2796248e-03 -8.8594027e-04 -3.1774861e-03
 -5.6436250e-04  3.2472222e-03  4.0125982e-03  1.0902266e-03
 -8.8709965e-04 -1.8449013e-04 -4.3568010e-03  4.5417986e-05
 -2.1414598e-04 -1.0103517e-03  3.8454311e-03 -2.4481083e-03
 -4.6350362e-04 -1.4219159e-03 -1.7471574e-04  3.1566455e-03
  2.2939483e-03  6.4233674e-05  2.7860736e-03 -2.6702567e-03
  8.7261444e-04 -1.7483205e-03 -1.7712462e-03 -3.7181741e-03
 -5.9877610e-04  2.9541403e-03 -1.4881098e-03  6.2154757e-04
  6.0300631e-06  8.7023980e-04 -1.4391904e-04 -1.4647175e-04
  2.2588389e-03  2.3944522e-03  1.3778537e-03  6.3129381e-05
  2.4172987e-03 -6.6644582e-04 -5.4078893e-05 -2.7261858e-04
 -3.2521074e-03  8.6291938e-04 -1.5502096e-03 -8.3632465e-04
 -5.2155223e-04  3.3071308e-04 -1.2823120e-03 -1.9863299e-03
 -1.9787460e-04  2.8220187e-03 -9.4734976e-04 -1.6687076e-03
  2.2127281e-03 -5.9474190e-04 -1.1887985e-03 -3.0766514e-03
  8.5531460e-04 -6.0531747e-04  2.0774247e-03  4.9450470e-04
 -9.5790968e-04 -2.6779696e-03 -1.1722475e-03  5.4918625e-04
 -1.0208891e-03 -5.2274729e-04 -1.0140543e-03  1.2272688e-03
  2.5113637e-03 -8.0774468e-04  8.4375689e-04  1.1852395e-03
  7.8718900e-04 -1.9516330e-04  2.5484355e-03  7.4654730e-04
 -6.4144362e-05 -1.8679608e-04  7.4794918e-04  4.1120392e-04]"
165,히트맨2,비빔밥처럼 맛있는 영화. 편안하고 재밌었어요 :),10,2025.01.22. 14:51,15,"[-2.0142565e-03  3.4926108e-03  9.5069385e-04  3.3290853e-04
  1.8720425e-03 -3.0420411e-03  3.8770662e-04  1.9327122e-03
 -4.2031263e-03 -1.1691675e-04 -2.2991609e-03  8.6802489e-04
  1.6172181e-03 -1.7899820e-03 -5.6375703e-04 -3.1372928e-03
  7.6601212e-04  2.4539528e-03 -1.0617151e-03 -4.0930035e-03
 -1.2089759e-03  1.4764102e-03  5.5343827e-04 -3.5502040e-04
  2.8180615e-03  3.3751288e-03  2.2872863e-03  1.8553220e-03
 -1.5662025e-03  2.4374104e-03  2.4616504e-03 -2.3818235e-03
 -3.3752742e-04 -3.1730605e-03  1.7807450e-03  1.2904520e-03
  4.9313470e-03 -1.0816689e-03 -2.1523938e-03  3.5581891e-03
  1.7568081e-03 -2.0865607e-04  7.1837055e-04 -9.0035651e-04
  2.9696494e-03 -8.2215160e-04  3.4590662e-03  8.9706591e-04
 -9.5265778e-04 -1.7244858e-04  1.0824716e-03 -3.8237697e-03
 -9.6357014e-04 -1.6435867e-03 -6.5877673e-04  3.1114563e-03
  2.7858231e-03  3.5282299e-03 -3.0066192e-03  2.7130446e-03
  3.8794535e-03  2.4687974e-03  1.7477524e-03 -6.5852422e-05
 -1.3492507e-03  1.3516980e-03  1.8869451e-03  3.0716755e-03
  2.7601218e-03  3.3764192e-03  2.9735127e-03 -1.0176594e-03
  2.9805882e-03  3.7672436e-03 -1.2649598e-03 -9.2722854e-04
 -2.6751510e-03 -5.8069191e-04 -6.4502208e-04  2.8220895e-03
 -2.9899105e-03 -1.2469850e-03 -4.0539932e-03  6.7112979e-04
  2.7413340e-03 -1.5134795e-03 -2.5725341e-03 -9.0104400e-04
 -5.0340692e-04 -1.6371825e-03 -1.3592949e-03  2.1652817e-03
  2.9487682e-03  1.2548405e-03  2.6893432e-03 -6.1760470e-04
  2.8404158e-03 -8.3462556e-04 -1.9343541e-03 -7.7169680e-04]"
166,히트맨2,1보고나서 너무 재미있어서 봤는데 역시 2도 실망시키지 않네요! 너무 재미있었습니다!,10,2025.01.22. 14:45,15,"[-7.5100339e-04  1.9226974e-03 -3.7762820e-04  3.3824930e-03
 -3.2255650e-03 -3.7036489e-03  3.1596289e-03  2.8845442e-03
 -2.4790913e-03 -4.3070842e-05 -3.6029081e-04 -2.8646574e-03
  3.9756318e-04 -1.3939126e-03 -5.7924836e-04 -1.6663806e-03
  2.5007767e-03 -2.7255006e-03  1.1214849e-03 -7.5712181e-03
  3.5622115e-03  7.4334926e-04  7.3442265e-04  1.3173759e-03
 -3.9144934e-04  6.6620135e-04 -3.0671519e-03 -1.4483625e-03
 -2.0238629e-03  4.1484556e-04  3.4731706e-03  1.6514825e-03
  5.1817051e-03 -3.4802738e-03 -1.7361284e-03  1.0961819e-03
  7.1713388e-05  5.3505937e-04 -3.1948386e-04 -2.9997579e-03
 -4.6230655e-04 -7.8498054e-04 -1.0296737e-03  1.2807285e-03
 -4.0647583e-04 -3.1722069e-03 -2.6023195e-03  1.0907716e-03
  3.8352958e-03  2.0433839e-03 -1.4698140e-03  6.7097775e-04
 -2.1127092e-03  8.6528953e-04  1.6835784e-03  9.2803812e-06
  7.5586204e-04 -3.4761189e-03 -2.2358303e-03  2.2915937e-03
  1.8625163e-03 -6.2379049e-04  1.2030941e-03 -3.6167234e-04
 -1.4898904e-03  2.2448183e-03 -6.4195134e-04  2.4924814e-03
 -1.9945959e-03  5.4740238e-05 -1.4309128e-03  1.8066479e-03
  1.3610125e-03 -2.0516207e-03  2.7741133e-03  1.6004517e-03
  2.3461923e-03  2.5257543e-03  1.0540119e-03 -2.6549336e-03
 -1.6345701e-03 -3.0336037e-04 -5.1173134e-05  3.8811835e-03
 -2.3815362e-03 -2.7385922e-03  2.8468529e-03 -1.8908238e-05
  1.9426780e-03 -4.7633809e-04  2.8470722e-03  2.0354856e-03
  9.9011709e-04  2.9396100e-03  5.4590311e-03 -1.2803060e-03
 -1.4308741e-03 -6.9026626e-04  1.3382209e-03  1.7419482e-03]"
168,히트맨2,권상우 영화 역시 믿고 봅니다.이번껀 개인적으로 1보다 훨씬 재밌네요 ㅋㅋ 무조건 보세요 ㅎ,10,2025.01.22. 14:32,15,"[-2.5239226e-03  2.7517101e-04 -7.8116875e-04  2.5288509e-03
 -6.8563333e-04 -3.6459009e-03  3.9898874e-03  4.8075151e-03
 -3.3610768e-03  4.1608600e-05  6.0937623e-04 -1.6505971e-03
 -6.8331638e-04  1.6873550e-03  8.0549449e-04  2.5658461e-04
  9.0511056e-04  6.4736494e-04 -3.5796608e-03 -2.4357880e-03
  5.7822897e-04 -1.4377422e-04  3.4338213e-03 -2.3824528e-03
  1.9078935e-03 -2.8190660e-04  1.5491332e-05  1.0133988e-03
 -3.0575350e-03  4.5039097e-04  1.1650493e-03 -6.7842397e-04
  1.0267608e-03 -3.0361312e-03 -6.2090019e-04  2.1662954e-03
  8.1910106e-04 -3.5445369e-03 -2.1556108e-03 -1.2885655e-03
 -2.1124320e-04 -3.2291023e-04 -1.9183804e-03  7.7629974e-04
  1.5829650e-03 -9.7174423e-05 -3.1212235e-03 -4.3972940e-04
  7.1307109e-04  8.6317683e-04  1.1512781e-03 -1.3739094e-03
 -8.7276241e-04 -1.2993071e-03 -9.1364468e-04 -3.4044008e-04
  1.6847611e-03 -1.6370736e-03 -1.7267509e-03  1.6965725e-03
 -1.8164865e-04 -2.6321737e-05 -1.2859586e-03 -2.1190243e-03
 -2.1613252e-03  2.5424007e-03  1.7730296e-03  3.8358953e-03
 -4.1468991e-03  2.8282690e-03 -3.6191521e-04 -2.5124545e-04
  1.6565689e-04 -1.5460904e-03  2.6767163e-03  7.1965065e-04
  1.1977893e-03 -5.1238982e-04 -1.0295876e-03 -1.7401541e-03
 -1.2089029e-03  3.7589832e-04 -2.9806807e-04  4.0138117e-03
 -3.9831945e-03  3.5913425e-04  2.0434256e-03 -1.0153352e-03
 -6.9807534e-04 -1.3097621e-03  2.6514279e-03 -1.8246948e-04
  1.2465868e-03 -2.8876575e-05  3.7888798e-03  2.1725416e-03
  1.3096126e-03 -2.7950734e-03  1.8925215e-04 -7.1252178e-04]"
169,히트맨2,1은 안보구 2먼저 봤는데 너무 재미있어요!ㅋㅋㅋ 집가서 1도 다시 봐야겠어요 ㅋㅋㅋ 강추합니다!!,10,2025.01.22. 14:27,14,"[-1.84414047e-03  8.37974891e-04  1.08187879e-03  3.76551150e-04
 -1.49878126e-03 -1.13206147e-03  2.93987128e-03  2.82450905e-03
 -2.15006992e-03 -1.42039428e-03 -4.65386169e-04 -9.85714840e-04
 -7.80093658e-04  1.32005664e-06 -1.49228761e-03 -1.80901471e-03
  1.25534867e-03 -2.74055894e-03  1.76698877e-03 -5.42874495e-03
  3.38835968e-03  1.59175601e-03  6.97961543e-04 -1.21915119e-03
  1.19558617e-03  1.15619740e-03 -3.18045216e-03 -9.01380728e-04
 -3.54456529e-03 -9.66762775e-04  1.19562226e-03  1.81357376e-03
  2.53283372e-03 -2.01202603e-03  1.39364070e-04 -1.18064927e-04
 -6.59541227e-04 -8.99002887e-04  1.20960154e-04 -3.36010940e-03
  5.70545672e-04 -9.88052925e-04 -1.83712575e-03  2.48979981e-04
  1.74487592e-03 -3.90403648e-03 -8.10989877e-05 -1.62904144e-05
  3.69430776e-03  1.32655934e-03  5.25694981e-04  9.52657603e-04
  8.11839767e-04  5.46633732e-04 -8.15481297e-04 -1.47629867e-03
  1.21789286e-03 -1.91335042e-03 -6.80062745e-04  1.33127638e-03
  1.37538323e-03  1.11491434e-04  1.12527586e-03 -1.81695668e-03
 -3.04018380e-03  2.96632899e-03  3.18226055e-04  4.02899412e-03
  1.58510637e-04  1.79131771e-03 -3.26496607e-04  1.98461534e-03
  8.07599921e-04  1.62468757e-04  5.06983651e-03  1.57035328e-03
  5.95289748e-04  1.93152274e-03  5.06311306e-04 -2.94877659e-03
 -1.23976427e-03 -2.51390762e-03  8.60305008e-05  5.13485167e-03
 -2.06963974e-03 -1.25478278e-03  2.79427436e-03  3.23018845e-04
  6.00603584e-04  3.49541137e-04  1.20162556e-03  8.73718236e-04
  1.18839392e-03  5.43480855e-04  3.89220426e-03  1.95624190e-03
 -2.03076005e-03 -5.21543901e-04 -1.92144292e-03  1.32328435e-03]"
172,히트맨2,배우들 케미 진짜 미쳤고 너무 재밌어서 설 연휴에 가족들이랑 또 보려고 합니다ㅋㅋ,10,2025.01.22. 14:02,14,"[-2.1526190e-03  6.3825905e-04 -3.4964371e-05  2.4926402e-03
  3.4733317e-04 -2.5381611e-03  2.9836725e-03  3.3085481e-03
 -1.9444639e-03 -8.9519197e-04 -1.7530087e-04 -4.1923397e-03
 -6.5542752e-04  1.2281359e-03 -7.8370544e-04 -4.7918825e-04
  7.6305133e-04 -1.0461817e-03  2.5967939e-04 -3.7818679e-03
  7.3526340e-04  2.2522719e-03  3.3375027e-03 -1.1242520e-03
  2.8562089e-03 -1.0969321e-03 -6.4965885e-04 -1.8388401e-03
  1.7540776e-06 -1.7628997e-03  3.6110103e-03  1.3644312e-03
  1.3687788e-03  5.5321975e-04 -1.1110601e-03  4.8361230e-03
 -7.9773040e-04 -1.4690484e-03  4.8511344e-04 -2.0104044e-03
  2.0771485e-03 -1.3872398e-03 -6.6369452e-04 -2.8928423e-03
  1.6631130e-03  2.8879463e-04 -1.4679894e-03  1.2446486e-03
 -1.2331697e-03  1.3328940e-04  2.8248993e-04 -1.9023506e-03
  6.8458938e-04  1.2945175e-03 -5.5121991e-04  9.1956579e-04
  2.9522509e-03 -8.2136830e-06 -1.4349753e-03 -2.1496073e-03
 -1.6786497e-04 -1.4281993e-03  1.7870808e-03 -1.3698147e-03
 -7.7360781e-04  2.4063513e-03 -1.4693363e-03  1.5229115e-03
 -3.1524803e-03  6.3953525e-04 -2.2560696e-03  2.4418712e-03
  3.0224677e-04 -2.0142169e-04  2.9462208e-03 -1.8508176e-04
 -1.1431801e-03 -2.0037282e-03 -1.7393716e-03  1.0611613e-03
 -1.2514242e-03 -2.7763292e-03 -5.3701038e-04  2.3680928e-03
 -1.0803771e-03 -1.3615347e-03  2.9784213e-03 -1.1870597e-04
  2.2251965e-03  3.9361263e-04  4.2143103e-04  8.6044613e-04
  5.7725405e-04 -1.8617733e-04  4.3959101e-03  3.7477757e-03
 -1.3114847e-03 -1.2868389e-03  2.6249972e-03  5.6273711e-04]"
175,히트맨2,가족들과 연휴에 보기 좋은 영화네요!! 다들 연기도 잘해서 재미나게 봤습니다이이경배우가 진짜 웃겨요 ㅋㅋ,10,2025.01.22. 12:40,13,"[ 8.2987291e-04 -2.5940777e-04  1.7139279e-04  1.0489789e-03
  1.5578730e-03 -2.1325473e-03  1.3305910e-03  3.2986063e-03
 -2.0690737e-03 -7.6448999e-04 -1.0749762e-03 -2.8375292e-03
 -5.2942638e-04  1.6694820e-03  7.9874380e-04 -9.2737522e-05
 -1.3589119e-03 -7.7302125e-04  1.2672485e-03 -3.9390437e-03
 -2.9694961e-04  1.3389782e-03  2.1515361e-03 -1.2358276e-03
  1.6814482e-03  1.4470684e-03  9.7196916e-04 -1.8081161e-03
 -1.1345486e-03  1.2872398e-03  2.7757885e-03  5.4681726e-04
  1.1775502e-03 -1.7996348e-03 -2.0112493e-03  2.0691459e-03
 -6.9530081e-04 -2.0751539e-03 -6.9555797e-04 -3.6878546e-03
  1.1064904e-03 -3.7304456e-03 -6.5385294e-04 -3.0546047e-04
  2.1155621e-03 -1.4527430e-03 -2.5661511e-03 -4.1654773e-04
  1.9342059e-04  3.6612817e-04  8.5760985e-04 -1.2783917e-03
 -4.5291695e-04 -4.2546669e-04  2.4139945e-04  5.5502565e-04
  2.3074230e-04 -7.7492010e-04 -1.9946729e-03 -1.1300134e-03
  8.9151098e-04 -1.0619395e-03  1.5445726e-03  5.1623926e-04
 -9.5517456e-04  2.4956460e-03 -1.1593888e-03  3.1822787e-03
 -4.6902862e-03  2.7003749e-03  3.3555552e-05  2.0675613e-03
  1.3879633e-03  2.1913246e-04  3.3841943e-03 -3.6632104e-05
  3.0157591e-05  1.0270112e-03 -4.9484766e-04  7.6129887e-04
 -7.7380653e-04 -2.0942395e-03 -3.7420255e-03  4.4919288e-04
  1.6207437e-04 -1.4832699e-03  2.2941167e-03  1.6749887e-03
  1.8920230e-03 -4.6217971e-04  2.3821439e-03  1.5028361e-03
  2.6106721e-04  1.9262049e-03  3.6567550e-03  4.1102655e-03
  4.0355086e-04 -1.9467367e-03  6.8831601e-04 -1.0983380e-03]"
176,히트맨2,히트맨 1에 비해 스케일도 커지고 이야기도 더 풍부해진 거 같아요!! 너무 웃겨서 눈물났습니다 ㅋㅋㅋ,10,2025.01.22. 12:05,12,"[-2.3940876e-03 -1.9253793e-04  9.0451766e-04  5.2995438e-04
  1.2440393e-03 -2.8261606e-04  1.8706608e-03  2.0593437e-03
 -1.1228705e-03 -9.0451795e-04 -7.3973881e-04 -2.5406412e-03
 -8.3011447e-04  2.5820331e-05 -3.5713281e-04 -4.2812205e-03
  1.4599708e-03 -2.4918630e-03  2.0649654e-03 -3.8655445e-03
  8.0320874e-04 -1.0322413e-03 -9.4457844e-04  4.6445651e-04
 -3.2709970e-04 -1.1666969e-03 -1.4039794e-03 -8.2887581e-04
 -6.9502677e-04  2.6251371e-03  5.3704769e-04 -4.5187672e-04
 -5.7994190e-04 -2.0317566e-03 -5.3003029e-04  1.6217122e-03
 -1.2214622e-03  8.1447267e-04 -2.5752734e-04 -3.3968491e-03
  1.3848164e-03 -5.2632805e-04  7.8942010e-04  8.6073422e-05
 -9.0742897e-04 -2.0657338e-03 -6.6318479e-04 -4.4866925e-04
  1.3571677e-03  5.2776857e-04  4.6629959e-04 -4.2453525e-04
  9.0203795e-04 -3.6653454e-04 -1.7045403e-04 -2.2997592e-04
  9.6866360e-04  3.4950968e-04 -7.0884795e-04 -6.7702240e-05
  1.3240709e-04 -2.7983988e-04  1.2382681e-03 -1.9481211e-03
 -2.4104535e-03  1.2545899e-04  3.4833475e-04  1.3673450e-03
 -1.7124979e-03  7.2594063e-04 -1.2366370e-05  1.0285452e-03
  1.7582958e-03  7.2126793e-05  1.3384029e-03  7.8688283e-04
 -8.8655204e-04 -1.2487352e-04  7.0618821e-04 -6.4812042e-04
 -2.6308573e-03 -8.1296178e-04 -3.2000567e-04  3.2033441e-03
 -6.2973268e-04 -2.1328637e-03 -8.0035883e-04  5.9826532e-04
  3.2512820e-03  1.0578139e-03  2.7836733e-03  2.0402286e-03
 -2.1473144e-04  1.4771217e-03  2.9767693e-03  1.5392108e-03
 -2.1927115e-03 -1.2293768e-03  5.9748784e-04 -1.2207082e-04]"
179,히트맨2,히트맨2 잘 보았습니다,8,2025.01.22. 15:20,15,"[-5.53438498e-04  4.42958809e-03  4.56618902e-04  1.68076274e-03
  3.88698827e-04 -3.44517897e-03  2.53600912e-04  5.89587260e-03
 -2.02519214e-03 -4.95005259e-03  2.80660868e-04 -1.23299751e-03
 -6.26478624e-03 -2.77465762e-04  2.34283716e-03 -3.67818330e-03
  2.16758018e-03  8.05999909e-04 -3.10939481e-03 -6.88162353e-03
 -6.02846500e-04 -9.17317171e-04  5.27583808e-03 -4.84303106e-04
  2.51729885e-04 -4.42690623e-04 -7.39120226e-03  7.72018451e-04
 -1.53763930e-03  2.89741717e-03 -2.58958456e-03 -1.12243835e-03
  3.75343254e-03 -3.40055558e-03 -1.96814490e-03 -2.75829481e-03
 -4.22411773e-04 -1.36551412e-03 -2.50621990e-04 -3.49493255e-03
 -4.07744572e-03  7.91179831e-04  1.02404694e-04  1.52468006e-03
 -1.33569259e-03 -4.40937839e-03 -1.14026968e-03  1.14817033e-03
  2.29085470e-03  4.28380352e-03  2.28713313e-03 -3.27918166e-03
  1.71742082e-04 -1.57646427e-03 -2.10333196e-03 -4.76865011e-04
  2.68442114e-03  1.06679020e-03 -2.55210185e-03  5.37646981e-03
 -4.62324133e-05  1.48271932e-03  2.09305016e-03  7.91145663e-04
 -5.69117547e-04  1.13040372e-03  3.43250413e-03  5.91383781e-03
 -4.55725659e-03  5.47929201e-04 -4.60318755e-04  4.65928018e-03
  1.61552988e-03 -1.68097357e-03  3.94755602e-03  2.04416993e-03
 -5.19663852e-04  1.13238790e-03 -2.57802685e-03 -4.38879430e-03
 -1.99729181e-03  4.71392588e-04 -4.20312688e-04  6.15076581e-03
 -8.16170301e-04  2.64502061e-03  4.67812130e-03 -1.08261302e-03
  1.90876389e-03  2.70633725e-03  6.89848047e-03  2.79168645e-03
  1.48884184e-03  1.39708745e-05  5.85733727e-03 -3.68774316e-04
 -6.66400068e-04 -3.09502793e-04 -1.94229797e-04  3.20771197e-03]"
180,히트맨2,진짜 너무 재밌어요! 설날에 가족이랑 또 보러구여 ㅎㅎㅎ 영화 보는 내내 웃었더니 행복해지네요 ㅎㅎ,10,2025.01.22. 15:06,15,"[-5.5042241e-04  1.0531902e-03 -5.5437582e-04  1.8632673e-03
 -6.4457819e-04 -3.1251763e-03  6.9597823e-04  5.9581702e-03
 -2.3824486e-03 -2.9798103e-03  9.0252678e-04 -4.0194741e-03
 -8.7754382e-04  1.4326713e-03 -8.7547523e-05 -5.5626719e-05
  1.9821280e-03 -3.1251814e-03 -1.8515736e-03 -6.2150755e-03
  2.5902639e-04  6.7812030e-04  1.1463809e-03 -1.3502693e-03
  1.6568719e-03 -1.2708359e-03 -9.6012081e-04 -1.0414217e-03
 -1.9681060e-03  1.9781568e-04 -2.8001747e-05  6.3290767e-04
  5.0176360e-04 -3.7907953e-03 -3.1929279e-03  2.9773638e-03
  2.3267735e-03 -2.4232662e-03 -1.5847413e-04 -9.4246626e-04
  6.9624645e-04 -9.6292072e-04 -1.7408363e-03 -9.9420466e-04
  2.5462667e-03  1.1464199e-03 -1.9331467e-03 -5.1720382e-04
  1.4727553e-03  2.0153280e-03 -3.7340654e-04 -1.7761110e-03
 -3.2490361e-04  8.9342828e-04  6.0109096e-04  7.4419426e-04
  3.5363222e-03  7.8460091e-04 -3.9970860e-04 -8.2862010e-04
 -1.5110470e-03 -6.3978310e-04  1.4659837e-03 -1.9237529e-04
 -1.9292288e-03  2.4643161e-03 -1.1103028e-04 -1.4400356e-04
 -3.0290212e-03  8.0780138e-04  5.2624906e-04  1.5042973e-03
  1.0237155e-03 -1.5074929e-03  1.6037265e-03 -1.5277532e-03
  2.1495863e-03 -1.9065149e-03 -6.0976349e-04  4.0660286e-04
 -1.0716142e-03 -1.2332010e-03  3.9683655e-04  1.5598454e-03
 -2.5111408e-04 -1.4073971e-03  7.3875877e-04 -1.1657502e-05
  2.1154610e-03  1.4076021e-03  1.8559871e-03  1.2446629e-03
  2.1035963e-04  5.3199334e-04  4.4028689e-03  1.9542729e-03
 -1.6963700e-03 -1.5676459e-03  2.4110607e-03  2.6046496e-03]"
181,히트맨2,"역시 권상우 코믹은 여전히 재밌네요, 유쾌하게 즐겼습니다!",10,2025.01.22. 15:05,15,"[-1.3469520e-03 -3.8999779e-04 -3.1751383e-04  2.7474856e-03
 -1.9225527e-03 -3.2475586e-03  3.0085619e-03  5.5607818e-03
 -1.9397186e-03 -6.5577211e-04 -1.7395185e-03 -4.1683586e-03
 -1.6325448e-03  2.8281924e-03  1.6269753e-03  3.3118279e-04
  1.8105477e-03 -2.3977633e-03 -2.2969698e-03 -1.8589093e-03
  1.3099217e-03  4.2720148e-03  1.7657190e-03 -1.0308381e-03
 -8.2073000e-04  2.0300555e-03 -1.9487813e-03  9.6679294e-05
  3.4045042e-03  2.9174155e-03  4.6957033e-03  4.8205088e-04
  1.8858304e-03 -9.2701426e-05 -2.0193013e-03  1.1929419e-03
  3.6095183e-03  2.3233923e-03  1.2846919e-03 -2.7849353e-03
  3.3086303e-03  7.7968318e-04  3.7017741e-04  2.2043884e-04
 -1.1253818e-03  6.7728729e-04 -2.5828688e-03 -1.7378703e-03
  7.9629989e-04 -1.0693119e-03 -1.8472954e-03 -2.9563918e-03
  1.7942134e-03 -2.7907260e-03  4.1488401e-04  3.5908811e-03
  3.4515087e-03  6.4094923e-04  2.1789451e-03  2.6455859e-03
  3.8719518e-04  6.5047899e-04 -3.1409275e-03 -2.3727810e-03
 -3.5128710e-03  3.8888399e-04  1.6810803e-03  6.0268026e-04
 -1.2939544e-03  3.1742658e-03 -1.3491726e-03 -2.8371490e-03
  2.2750921e-03  4.7231381e-04  1.0394782e-04 -1.3401305e-03
  2.9113216e-03 -1.3650646e-03 -2.9295101e-03  3.2017691e-04
 -1.0769798e-03  1.4303243e-03 -1.6956035e-03  8.1191116e-05
 -3.5300378e-03 -2.2821168e-04 -3.7167122e-04 -2.0574529e-03
 -2.6562426e-03 -3.1319454e-03  2.0154247e-03 -1.2509699e-03
  9.9797081e-04  1.6891783e-03  2.5323089e-04 -7.8751051e-05
  1.3591308e-03  2.8501335e-03  1.0925482e-03  2.4524692e-03]"
