,Unnamed: 0,review,rating,date,from_release,word2vec
132,132,히트맨1이 너무 재밌어서 기대가 컸나봐요 2는 억지로 웃기려는 느낌? 내용도 뻔하고 그냥 그랬어요 ㅠ,7,2025-01-23 13:24:01.021281,37,"[-5.0084229e-04  8.3848718e-04  2.4688058e-04  1.5821535e-03
 -4.4224228e-04 -4.2117629e-03  1.6994930e-03  4.7964286e-03
 -2.0769630e-03 -4.7624085e-04  4.5737735e-04 -3.6147276e-03
 -1.4356442e-03  1.3096003e-03  5.8055914e-04  5.1656020e-06
  2.9104734e-03 -2.0288450e-03 -1.9125890e-03 -5.6835543e-03
  2.6651127e-03  2.5554837e-03  1.1195994e-03 -2.5389744e-03
 -1.4449653e-03  4.6937048e-04 -1.5556678e-03 -1.6192317e-03
 -2.3547199e-03 -1.9607066e-04  2.9543454e-03 -3.4128846e-06
  3.5297715e-03 -1.8412556e-03 -2.9817142e-03  3.2346114e-03
  1.1304362e-03 -1.2421174e-03 -3.2709052e-03 -3.3701926e-03
  5.7413254e-04 -4.2491668e-04 -2.5400010e-04  1.1100088e-03
  1.4427931e-03 -3.8247472e-05 -2.7836189e-03 -7.7834498e-04
  3.7575187e-03  1.0147951e-04 -3.1894576e-04 -1.6690255e-03
 -2.6406387e-03 -4.7492990e-04 -1.7222974e-03 -5.6317000e-04
  1.0604360e-03 -1.2036255e-03 -2.2352056e-03  1.6494180e-03
 -7.5693091e-04 -3.8076378e-04 -6.6171291e-05  4.2025445e-04
 -2.4007545e-03  3.9463202e-03 -1.7420747e-04  4.2341780e-03
 -4.4706236e-03  1.0928940e-03 -3.5373045e-03 -1.5301880e-04
  1.4750909e-03 -1.5470508e-03  4.5381752e-03  1.3835821e-03
  2.0328255e-03 -1.5037063e-03 -2.9114562e-03  1.4504427e-04
 -3.2133674e-03 -9.9803100e-04 -4.9801082e-03  5.7807267e-03
 -1.1689515e-03 -2.4016434e-03  9.9826872e-04  2.9793389e-03
  4.0456872e-03  1.0795722e-03  3.6169761e-03  3.1963952e-03
 -2.5587517e-05  2.4922137e-04  3.0934184e-03  1.7428163e-03
  1.9929281e-03 -2.7250731e-03  2.7613572e-03  1.1741168e-04]"
134,134,1보다 못한 2..,6,2025-01-23 13:24:01.036389,37,"[-3.88980028e-03  4.05919412e-03  7.32613029e-04  2.40899972e-03
 -2.17842543e-03 -8.44210852e-03  3.44015588e-03  8.01443588e-03
 -3.94485006e-03 -5.10476250e-03 -2.20145099e-04 -5.80663607e-03
 -1.03037490e-03 -5.34450228e-04  2.29097088e-03  1.80892330e-05
  2.74333800e-03 -5.88518754e-03  1.14910828e-03 -1.24742119e-02
  2.73005175e-03  4.17780410e-03  2.48680270e-04 -1.33552437e-03
  1.15012878e-03 -4.08532032e-05 -6.51772367e-03 -2.35992856e-03
 -3.24198161e-03 -2.93258694e-03  5.06867515e-03  4.21145884e-03
  2.95538246e-03 -2.65376666e-03 -3.12966737e-03  7.48846494e-03
 -4.26516403e-04 -8.20556088e-05 -5.23814524e-04 -9.61825158e-03
  1.07855303e-03 -4.03730338e-03 -3.85449198e-03 -1.61738100e-03
  3.93005833e-03 -3.04757222e-03 -4.72637033e-03 -2.59488035e-04
  5.22064418e-03  3.03253648e-03  9.64665611e-04  2.03623949e-03
 -1.52964739e-03  9.64153092e-04 -1.21493205e-04 -1.54011685e-03
  9.25420085e-04 -3.92901152e-03 -5.08267526e-03  5.32246521e-03
  3.86690343e-04  2.43366393e-03  2.67871539e-03 -2.15885206e-03
 -2.06718291e-03  2.41096062e-03  1.37034676e-03  4.54093469e-03
 -2.18984298e-03  3.07403295e-03  1.12566480e-03  2.55929213e-03
  8.99794220e-04 -2.03918130e-03  9.71727073e-03  1.90624746e-03
 -4.92704508e-04 -1.30375160e-03 -2.78493186e-04 -6.49488065e-04
 -2.56825262e-03 -1.52366469e-03 -3.34827020e-03  9.50834807e-03
 -1.65525952e-03 -5.37153974e-04  4.15238505e-03  4.17304644e-03
  5.26994327e-03 -8.92063035e-05  6.55839033e-03  5.38928481e-03
  4.41764435e-03  4.46405378e-04  8.69101752e-03  3.67883663e-03
 -2.29694741e-03 -1.89110485e-03  4.96491324e-04 -2.42168389e-04]"
135,135,"배우들의연기가인상적이며스토리가잘짜여있꾜
연출이잘됐습니다다시봐도명작입니다",8,2025-01-23 12:24:01.043620,36,"[-8.2983222e-04  4.3980298e-03  1.7406660e-03  2.0290224e-03
 -9.6507353e-04 -6.2256930e-03  2.5770937e-03  6.1938898e-03
 -2.6592431e-03 -8.3097460e-04 -1.3170845e-03 -6.8005305e-03
 -5.3621363e-05  2.6399826e-03 -9.1643375e-04 -2.3940955e-03
  1.5443802e-03 -6.4951886e-04 -1.1926329e-03 -4.8509631e-03
  2.2768227e-03  2.3617723e-03 -1.8931492e-04 -2.1823219e-03
 -3.0151284e-03  1.3150754e-03 -2.9619716e-03 -2.8979876e-03
 -1.8959400e-03 -7.9064950e-04  3.4750870e-03  3.2744941e-04
  8.6233427e-04 -3.9642346e-03 -1.2707538e-03  2.9808960e-03
  4.9091945e-04 -7.9047732e-04 -2.6415458e-03 -5.1267780e-03
  1.7355216e-03 -1.8686057e-03 -2.3279150e-03  9.8124146e-06
  1.4702956e-03 -9.4072410e-04 -3.4437017e-03 -3.4984199e-03
  6.2739116e-04  3.3345135e-05  2.1807663e-03 -2.2698315e-03
 -3.3614595e-04  1.1506588e-03 -8.1683288e-04  9.2633947e-04
  2.8901689e-03 -1.4278340e-03 -4.0470422e-03  1.2986700e-03
  3.0533492e-04 -1.3576570e-03 -1.3711501e-04  4.5061551e-04
 -2.4609612e-03  2.5998252e-03  6.3149334e-04  1.3134155e-03
 -3.8894555e-03  4.6745166e-03 -3.8637517e-03  1.0941108e-03
  3.3003166e-03 -2.0863852e-03  3.9701695e-03  2.6772695e-03
 -1.9997808e-03  4.4470260e-04 -1.5060939e-03  3.2494687e-03
 -2.4667794e-03  1.3697523e-04 -2.4475458e-03  4.7507416e-03
 -3.7229175e-03 -2.1005041e-04  1.5267017e-03  3.6076528e-03
  4.9700295e-03  4.7529223e-03  3.6030360e-03  8.1274082e-04
 -2.3310017e-03 -2.2102140e-03  4.1350783e-03  4.1237506e-03
  1.2732029e-03 -5.5235223e-04  9.7243843e-04  1.3900494e-03]"
136,136,영상미랑연출이좋아요,10,2025-01-23 12:24:01.050710,36,"[ 2.3518298e-03  3.2851333e-04  2.8133453e-04  1.4590095e-03
  1.4180042e-03 -7.2943703e-03  2.3993114e-03  6.0992893e-03
 -3.0147154e-03 -9.3042612e-04  5.4031302e-04 -8.6602179e-04
  4.3637508e-05  2.5808576e-03 -1.6832208e-03 -1.1876900e-03
  5.9297658e-03 -1.9650711e-03  1.4986371e-03 -7.6647322e-03
  1.9749596e-03 -9.6163590e-04  1.6755760e-03 -3.6628915e-03
 -4.5126476e-03  1.2601042e-03  4.6055671e-04 -4.2842044e-03
 -3.0316171e-04 -3.9774165e-03  3.0290682e-03  1.6570721e-03
  9.9874719e-04 -2.7062914e-03 -6.3213432e-04  2.2155344e-03
  2.2197138e-04 -1.3547773e-03 -6.9738757e-03 -7.9141119e-03
 -8.0139888e-04 -3.6363713e-03 -1.9132125e-04  1.5603729e-03
  3.9726021e-04  3.1465974e-03 -5.1157543e-04 -1.6865503e-03
 -3.3275306e-03 -2.3662315e-04 -1.4854681e-04 -4.4684508e-03
 -2.6575008e-03  3.3244425e-03 -8.2453052e-03  1.7139050e-03
  4.5721291e-04 -1.8969787e-03 -4.4667558e-03 -1.3589105e-03
 -1.6711435e-03  1.9107281e-03  1.0408630e-03 -3.3897774e-03
 -2.2414047e-03  1.0345387e-03  2.6786430e-03 -1.2001289e-03
 -7.0223906e-03 -8.8217435e-05 -4.6805255e-03  2.6650047e-03
  1.6413633e-03 -2.2042834e-03  4.4519030e-03  1.5154044e-03
 -4.3191635e-03  1.2320343e-03 -3.3456127e-03  3.8057945e-03
 -3.8276010e-03  1.6957633e-03 -2.8597496e-03  1.8562787e-03
 -2.5278414e-03 -1.3905666e-03 -8.9563639e-04  5.9358575e-03
  5.6240396e-03  1.1203861e-03  2.6475948e-03  2.1122887e-03
 -6.8441988e-03 -1.8631872e-04  1.1612998e-03 -4.4892429e-04
 -2.9340126e-03 -4.1367230e-03  1.7978992e-04 -1.8026020e-03]"
137,137,애니메이션과 혼재되는 장면이 있는데 그래서인지 더 몰입감 있게 잘 본 영화였었다.,10,2025-01-23 12:24:01.057717,36,"[-3.6823915e-03  3.2843200e-03  1.0151537e-03  3.3430496e-04
 -2.1404198e-03 -5.7123704e-03  3.4491993e-03  5.2722916e-03
 -4.8740758e-03 -1.3446094e-03 -1.3307568e-03 -2.8400568e-03
 -5.8437424e-04  3.3808276e-03  7.8341452e-04 -4.6036186e-04
  1.6032351e-03 -2.8456419e-03 -3.0832402e-03 -8.3050923e-03
  2.5996608e-03  1.8376081e-03  5.3742887e-03 -1.7812891e-03
 -4.3602819e-03  1.2680261e-03 -1.9695864e-03 -9.2442479e-04
 -1.9466218e-03 -2.3139925e-03  7.2907195e-03  2.3977230e-03
  2.9455191e-03 -2.2606677e-03 -1.6368036e-03  1.9754476e-03
  2.9781989e-03 -2.6319162e-03 -1.8290671e-03 -4.6565589e-03
  1.0363740e-03 -2.1073052e-03 -1.1663191e-03 -3.3291342e-04
  3.8026571e-03 -1.2101369e-03 -4.5538982e-04 -1.9402463e-03
  2.9340067e-03  1.4624324e-03  2.4875507e-03 -1.5948289e-03
 -1.1154760e-03 -1.5952042e-03  2.3877209e-04  1.4450486e-03
  1.8148026e-03  2.0157185e-03 -3.7147827e-03  1.3697339e-03
  2.2226591e-03  1.2258166e-03  9.7758602e-04 -1.3154402e-03
 -3.3458495e-03  9.3925657e-04  1.5692898e-03  8.5724960e-04
 -5.3310371e-03  5.5116392e-03 -2.9046179e-03  1.2785833e-03
  3.3752581e-03  7.1831449e-04  3.5764878e-03 -5.7262013e-04
  5.1878946e-04  6.9511915e-04 -2.1990198e-03  1.4560749e-03
 -1.0862713e-03  2.2061140e-04 -2.0217302e-03  7.8088571e-03
 -1.2939323e-03 -7.6197041e-04  2.7893861e-03  1.6099390e-03
  2.1430913e-03  2.6322154e-03  3.5766535e-03 -2.1377604e-03
  2.8163637e-05  2.2492629e-04  5.1222965e-03  2.6420904e-03
  1.9141210e-03 -3.5218745e-03  1.3233788e-03 -1.7662327e-03]"
138,138,킬링타임용으로 볼만합니다,8,2025-01-23 12:24:01.064628,36,"[-2.2493347e-03 -4.1483324e-03 -9.7134517e-04  1.4188847e-03
  4.4193207e-03 -4.2713615e-03  2.5134126e-03  1.0912099e-02
  7.9283956e-04 -3.7842381e-03 -2.6051970e-03 -5.5511012e-03
 -8.0057057e-03  4.1326759e-03  1.0195236e-03 -2.7724139e-03
 -2.3838494e-03  5.3216197e-04  3.3076268e-03 -4.8686746e-03
  1.0788427e-03 -1.3359990e-03  2.0305847e-03 -9.7286055e-04
  1.0011016e-03  8.6122676e-04 -3.9728177e-03  1.6650553e-03
 -1.7461184e-03  2.6791401e-03  5.7854778e-03  1.8445890e-03
  5.7630255e-03 -4.1236933e-03  3.1433822e-04  8.7340869e-04
 -7.9505937e-04 -1.1938397e-03  1.8187878e-03 -8.0900323e-03
  7.3713466e-04 -4.5210966e-03 -2.4797991e-03 -8.8494584e-05
  2.3304771e-03 -3.8531430e-03 -5.2543049e-04 -1.6194177e-03
  5.1561985e-03  1.7371433e-03  2.2153838e-03 -4.7983085e-03
  3.9803656e-03 -2.4720188e-04 -7.7280658e-04  2.1406068e-03
 -1.4632922e-03 -6.9684157e-04 -1.2712044e-03  4.1877944e-03
 -1.0856575e-04  1.9965859e-03  3.0417747e-03  4.3250574e-04
 -7.2195954e-03  2.1668316e-03  7.3758685e-03  8.6329570e-03
 -1.0505493e-02  8.9934589e-03  4.9920595e-04  1.0669456e-03
  5.9678578e-03 -6.8936142e-04  4.9396716e-03  4.6253391e-04
  1.0091614e-03  2.0413555e-03 -2.8809386e-03 -2.5724648e-03
 -4.3191765e-03 -1.9992704e-03 -3.7761908e-03  8.5456595e-03
 -2.4302595e-03 -6.6026935e-04  5.6707524e-03  2.5843456e-03
  6.5621588e-04 -7.1378471e-04  4.8485328e-03 -1.4084927e-03
  3.8019500e-03  1.4890134e-03  3.3345621e-03  5.4851561e-03
  4.0737037e-03 -1.0519208e-03  4.7262996e-03  1.0769005e-03]"
139,139,방향성과 주제를 잊은 속편은 관람 내내 웃음보다 한숨만 나온다,4,2025-01-23 12:24:01.071520,36,"[-3.2325715e-03 -9.3448855e-04  1.0775733e-03  8.8429643e-04
  8.8469875e-05 -4.5285011e-03  1.7740516e-03  9.8674670e-03
 -4.5021172e-03 -9.5552154e-04 -1.7423704e-03 -7.1385698e-03
 -5.1482639e-04  3.0624564e-03 -7.9417753e-04 -1.0491877e-03
  2.4794261e-03 -3.9587314e-03 -6.1428110e-04 -5.8589391e-03
  9.0214140e-05  2.3237430e-03  1.9573213e-03 -2.7198063e-03
 -7.6128478e-04  2.8629382e-03 -4.4446788e-03 -6.1562139e-04
 -4.6621994e-03  1.1960065e-03  1.7395063e-03  2.1122873e-03
  2.0300380e-03 -3.9645615e-03 -2.5705590e-03  5.3734346e-03
  3.5680863e-05 -5.1487158e-03 -2.6047402e-03 -5.4173195e-03
  2.2875804e-04 -4.9797876e-04 -2.3711715e-03 -5.2986125e-05
  2.3465885e-03 -2.0543679e-03 -3.0653854e-03 -7.1954133e-04
  1.3585661e-03 -8.8366226e-04  1.9981947e-03 -5.2255939e-04
  1.4044477e-03 -1.3282084e-03 -1.7404997e-03  1.2813332e-03
  1.0151812e-03 -7.1548641e-04 -2.1828127e-03  2.6511464e-03
  3.2324382e-04 -3.2504671e-04 -2.9670640e-05 -1.8953346e-03
 -5.4627517e-03  3.3061709e-03  1.9678536e-03  2.5714342e-03
 -4.1727452e-03  5.1039611e-03 -3.3648403e-03  3.7327711e-03
  5.1993906e-04 -2.6679416e-03  3.3448439e-03  6.6635717e-04
  1.1279371e-03  4.0734671e-05 -4.1798521e-03  4.1043023e-03
 -3.9206771e-03  2.8876052e-03 -3.6029075e-03  7.2935228e-03
 -4.8778057e-03  9.9440986e-05  2.0475898e-04  3.7593830e-03
  3.9257016e-03  1.3822245e-03  4.9936236e-03  1.7043286e-03
  1.6727187e-03  1.3990654e-04  5.6811650e-03  2.3498370e-03
  2.1155546e-03 -1.5957105e-03  2.4577708e-03  8.7080983e-04]"
140,140,방향성과 주제를 잊은 속편은 관람 내내 웃음보다 한숨만 나온다,4,2025-01-23 12:24:03.200607,36,"[-3.2325715e-03 -9.3448855e-04  1.0775733e-03  8.8429643e-04
  8.8469875e-05 -4.5285011e-03  1.7740516e-03  9.8674670e-03
 -4.5021172e-03 -9.5552154e-04 -1.7423704e-03 -7.1385698e-03
 -5.1482639e-04  3.0624564e-03 -7.9417753e-04 -1.0491877e-03
  2.4794261e-03 -3.9587314e-03 -6.1428110e-04 -5.8589391e-03
  9.0214140e-05  2.3237430e-03  1.9573213e-03 -2.7198063e-03
 -7.6128478e-04  2.8629382e-03 -4.4446788e-03 -6.1562139e-04
 -4.6621994e-03  1.1960065e-03  1.7395063e-03  2.1122873e-03
  2.0300380e-03 -3.9645615e-03 -2.5705590e-03  5.3734346e-03
  3.5680863e-05 -5.1487158e-03 -2.6047402e-03 -5.4173195e-03
  2.2875804e-04 -4.9797876e-04 -2.3711715e-03 -5.2986125e-05
  2.3465885e-03 -2.0543679e-03 -3.0653854e-03 -7.1954133e-04
  1.3585661e-03 -8.8366226e-04  1.9981947e-03 -5.2255939e-04
  1.4044477e-03 -1.3282084e-03 -1.7404997e-03  1.2813332e-03
  1.0151812e-03 -7.1548641e-04 -2.1828127e-03  2.6511464e-03
  3.2324382e-04 -3.2504671e-04 -2.9670640e-05 -1.8953346e-03
 -5.4627517e-03  3.3061709e-03  1.9678536e-03  2.5714342e-03
 -4.1727452e-03  5.1039611e-03 -3.3648403e-03  3.7327711e-03
  5.1993906e-04 -2.6679416e-03  3.3448439e-03  6.6635717e-04
  1.1279371e-03  4.0734671e-05 -4.1798521e-03  4.1043023e-03
 -3.9206771e-03  2.8876052e-03 -3.6029075e-03  7.2935228e-03
 -4.8778057e-03  9.9440986e-05  2.0475898e-04  3.7593830e-03
  3.9257016e-03  1.3822245e-03  4.9936236e-03  1.7043286e-03
  1.6727187e-03  1.3990654e-04  5.6811650e-03  2.3498370e-03
  2.1155546e-03 -1.5957105e-03  2.4577708e-03  8.7080983e-04]"
141,141,방향성과 주제를 잊은 속편은 관람 내내 웃음보다 한숨만 나온다,4,2025-01-23 12:24:03.207692,36,"[-3.2325715e-03 -9.3448855e-04  1.0775733e-03  8.8429643e-04
  8.8469875e-05 -4.5285011e-03  1.7740516e-03  9.8674670e-03
 -4.5021172e-03 -9.5552154e-04 -1.7423704e-03 -7.1385698e-03
 -5.1482639e-04  3.0624564e-03 -7.9417753e-04 -1.0491877e-03
  2.4794261e-03 -3.9587314e-03 -6.1428110e-04 -5.8589391e-03
  9.0214140e-05  2.3237430e-03  1.9573213e-03 -2.7198063e-03
 -7.6128478e-04  2.8629382e-03 -4.4446788e-03 -6.1562139e-04
 -4.6621994e-03  1.1960065e-03  1.7395063e-03  2.1122873e-03
  2.0300380e-03 -3.9645615e-03 -2.5705590e-03  5.3734346e-03
  3.5680863e-05 -5.1487158e-03 -2.6047402e-03 -5.4173195e-03
  2.2875804e-04 -4.9797876e-04 -2.3711715e-03 -5.2986125e-05
  2.3465885e-03 -2.0543679e-03 -3.0653854e-03 -7.1954133e-04
  1.3585661e-03 -8.8366226e-04  1.9981947e-03 -5.2255939e-04
  1.4044477e-03 -1.3282084e-03 -1.7404997e-03  1.2813332e-03
  1.0151812e-03 -7.1548641e-04 -2.1828127e-03  2.6511464e-03
  3.2324382e-04 -3.2504671e-04 -2.9670640e-05 -1.8953346e-03
 -5.4627517e-03  3.3061709e-03  1.9678536e-03  2.5714342e-03
 -4.1727452e-03  5.1039611e-03 -3.3648403e-03  3.7327711e-03
  5.1993906e-04 -2.6679416e-03  3.3448439e-03  6.6635717e-04
  1.1279371e-03  4.0734671e-05 -4.1798521e-03  4.1043023e-03
 -3.9206771e-03  2.8876052e-03 -3.6029075e-03  7.2935228e-03
 -4.8778057e-03  9.9440986e-05  2.0475898e-04  3.7593830e-03
  3.9257016e-03  1.3822245e-03  4.9936236e-03  1.7043286e-03
  1.6727187e-03  1.3990654e-04  5.6811650e-03  2.3498370e-03
  2.1155546e-03 -1.5957105e-03  2.4577708e-03  8.7080983e-04]"
142,142,가볍게 볼만합니다 애니메이션이 좋았음,5,2025-01-23 12:24:03.214637,36,"[-1.50703956e-04  6.95497074e-05 -2.57916981e-03 -1.35726202e-03
  2.08369642e-03 -7.76326051e-03  1.95521489e-03  1.03092585e-02
 -3.41180083e-03 -3.00621428e-03 -6.05191221e-04 -5.63784083e-03
 -3.06988088e-03  5.79075376e-03  4.61926073e-04 -3.71362246e-03
  1.78630627e-03  1.37526411e-04  3.12198489e-03 -1.03457943e-02
  1.72598029e-05 -4.09444468e-03  4.10088664e-03 -1.04741775e-03
 -3.41259199e-03 -2.90813459e-05 -5.52110281e-03  2.55433097e-03
 -2.70840043e-04 -1.00539392e-03  5.54584106e-03  3.44257662e-03
  4.24529985e-03 -4.21013124e-03 -2.53974646e-03 -5.20079746e-04
 -2.14016414e-03 -5.71690826e-03 -3.96221131e-03 -7.18315458e-03
 -1.56967598e-03 -2.95246392e-03 -1.53091259e-03  2.54200422e-03
  1.60153874e-03 -3.60700279e-03 -8.62715591e-04 -3.03412811e-03
  2.44266284e-03  2.32488103e-03  4.06081555e-03 -6.42415043e-03
  8.70561169e-04  7.34883244e-04 -2.34673009e-03  1.62963266e-03
 -4.36647126e-04 -1.36540725e-03 -2.35112431e-03  2.00185855e-03
  1.29056850e-03 -1.44831941e-03  4.75114351e-03  5.61753463e-04
 -9.23891086e-03  5.34544373e-03  4.45900997e-03  6.26540184e-03
 -8.32104962e-03  4.56109876e-03 -2.31300743e-04  4.51928843e-03
  6.07949868e-03  2.08557001e-03  7.18377065e-03 -6.71667454e-04
  5.45520685e-04  1.93465524e-03 -7.01348484e-03  1.10084460e-04
 -6.69427682e-03  2.76366569e-04 -5.46678808e-03  6.31835358e-03
 -1.22822018e-03 -1.73001620e-03  4.42612031e-03  3.43727926e-03
  3.80008155e-03  1.93049759e-03  6.84649264e-03  7.30158237e-04
  1.37073104e-03  2.61435518e-03  8.89736880e-03  3.21014109e-03
  1.85243285e-03 -3.27878329e-03  4.59673582e-04  1.18466455e-03]"
143,143,방향성과 주제를 잊은 속편은 관람 내내 웃음보다 한숨만 나온다,4,2025-01-23 12:24:03.221509,36,"[-3.2325715e-03 -9.3448855e-04  1.0775733e-03  8.8429643e-04
  8.8469875e-05 -4.5285011e-03  1.7740516e-03  9.8674670e-03
 -4.5021172e-03 -9.5552154e-04 -1.7423704e-03 -7.1385698e-03
 -5.1482639e-04  3.0624564e-03 -7.9417753e-04 -1.0491877e-03
  2.4794261e-03 -3.9587314e-03 -6.1428110e-04 -5.8589391e-03
  9.0214140e-05  2.3237430e-03  1.9573213e-03 -2.7198063e-03
 -7.6128478e-04  2.8629382e-03 -4.4446788e-03 -6.1562139e-04
 -4.6621994e-03  1.1960065e-03  1.7395063e-03  2.1122873e-03
  2.0300380e-03 -3.9645615e-03 -2.5705590e-03  5.3734346e-03
  3.5680863e-05 -5.1487158e-03 -2.6047402e-03 -5.4173195e-03
  2.2875804e-04 -4.9797876e-04 -2.3711715e-03 -5.2986125e-05
  2.3465885e-03 -2.0543679e-03 -3.0653854e-03 -7.1954133e-04
  1.3585661e-03 -8.8366226e-04  1.9981947e-03 -5.2255939e-04
  1.4044477e-03 -1.3282084e-03 -1.7404997e-03  1.2813332e-03
  1.0151812e-03 -7.1548641e-04 -2.1828127e-03  2.6511464e-03
  3.2324382e-04 -3.2504671e-04 -2.9670640e-05 -1.8953346e-03
 -5.4627517e-03  3.3061709e-03  1.9678536e-03  2.5714342e-03
 -4.1727452e-03  5.1039611e-03 -3.3648403e-03  3.7327711e-03
  5.1993906e-04 -2.6679416e-03  3.3448439e-03  6.6635717e-04
  1.1279371e-03  4.0734671e-05 -4.1798521e-03  4.1043023e-03
 -3.9206771e-03  2.8876052e-03 -3.6029075e-03  7.2935228e-03
 -4.8778057e-03  9.9440986e-05  2.0475898e-04  3.7593830e-03
  3.9257016e-03  1.3822245e-03  4.9936236e-03  1.7043286e-03
  1.6727187e-03  1.3990654e-04  5.6811650e-03  2.3498370e-03
  2.1155546e-03 -1.5957105e-03  2.4577708e-03  8.7080983e-04]"
144,144,그냥저냥 가볍게 보기 좋음,6,2025-01-23 12:24:03.228276,36,"[ 2.4037068e-03  6.7000254e-03 -2.5577785e-03 -5.1371830e-05
  1.7039459e-03 -6.4309468e-03  2.7467627e-03  7.9667429e-03
  5.4105395e-04 -1.3660416e-03  2.3047870e-03 -5.0156666e-03
 -1.5143109e-03  3.9718337e-03  2.0109958e-03  4.0405393e-03
 -2.4060979e-03 -5.2351801e-04 -1.1383893e-03 -9.6130483e-03
 -2.4743960e-03 -3.3029586e-03  8.1403041e-04 -3.7892442e-03
 -5.8175423e-03 -2.7553702e-03 -5.3845631e-04 -3.8916925e-03
  2.4294304e-03 -4.2285013e-04  7.2428532e-04 -4.4273995e-04
  6.8018432e-03 -3.6100794e-03 -3.3616722e-03  4.7551836e-03
  2.3217891e-04 -1.8983264e-03 -3.0730006e-03 -5.1111057e-03
 -4.2460122e-04 -3.3888314e-03  1.8747844e-03  7.9150574e-04
  2.0457581e-03 -3.9218697e-03  1.1859210e-03  5.8853201e-04
 -7.7522831e-04  4.9435012e-03  1.6271691e-03 -7.8894128e-04
  2.8796625e-04  3.3712753e-03 -7.0454041e-04  9.7731862e-04
  4.7214688e-03 -2.3263693e-04 -2.1538485e-03 -1.4067404e-03
  2.4646148e-03  1.4713682e-04 -1.0938415e-03  2.2490371e-03
 -3.1461131e-03  2.1210252e-03  3.8137641e-03  5.3581274e-03
 -3.8135566e-03  3.0759058e-03  1.2162520e-03 -1.9337720e-03
  1.8697825e-03  2.4866841e-03  5.1048589e-03  1.7292699e-03
 -3.0364052e-03  1.1865165e-03 -4.5589481e-05  3.0347880e-03
 -4.9817725e-03  8.8694313e-04 -6.1082994e-03  2.6696187e-03
  1.0074581e-03 -3.3677835e-04 -1.0018348e-03  4.4574295e-03
  7.1376152e-03  3.5106281e-03  5.0344639e-03  3.1199688e-04
 -4.4648317e-04  8.6760084e-04  9.8231826e-03  4.9256240e-03
 -2.5742243e-03 -2.9618973e-03 -1.7740860e-03  5.6883751e-04]"
145,145,방향성과 주제를 잊은 속편은 관람 내내 웃음보다 한숨만 나온다,4,2025-01-23 12:24:03.235040,36,"[-3.2325715e-03 -9.3448855e-04  1.0775733e-03  8.8429643e-04
  8.8469875e-05 -4.5285011e-03  1.7740516e-03  9.8674670e-03
 -4.5021172e-03 -9.5552154e-04 -1.7423704e-03 -7.1385698e-03
 -5.1482639e-04  3.0624564e-03 -7.9417753e-04 -1.0491877e-03
  2.4794261e-03 -3.9587314e-03 -6.1428110e-04 -5.8589391e-03
  9.0214140e-05  2.3237430e-03  1.9573213e-03 -2.7198063e-03
 -7.6128478e-04  2.8629382e-03 -4.4446788e-03 -6.1562139e-04
 -4.6621994e-03  1.1960065e-03  1.7395063e-03  2.1122873e-03
  2.0300380e-03 -3.9645615e-03 -2.5705590e-03  5.3734346e-03
  3.5680863e-05 -5.1487158e-03 -2.6047402e-03 -5.4173195e-03
  2.2875804e-04 -4.9797876e-04 -2.3711715e-03 -5.2986125e-05
  2.3465885e-03 -2.0543679e-03 -3.0653854e-03 -7.1954133e-04
  1.3585661e-03 -8.8366226e-04  1.9981947e-03 -5.2255939e-04
  1.4044477e-03 -1.3282084e-03 -1.7404997e-03  1.2813332e-03
  1.0151812e-03 -7.1548641e-04 -2.1828127e-03  2.6511464e-03
  3.2324382e-04 -3.2504671e-04 -2.9670640e-05 -1.8953346e-03
 -5.4627517e-03  3.3061709e-03  1.9678536e-03  2.5714342e-03
 -4.1727452e-03  5.1039611e-03 -3.3648403e-03  3.7327711e-03
  5.1993906e-04 -2.6679416e-03  3.3448439e-03  6.6635717e-04
  1.1279371e-03  4.0734671e-05 -4.1798521e-03  4.1043023e-03
 -3.9206771e-03  2.8876052e-03 -3.6029075e-03  7.2935228e-03
 -4.8778057e-03  9.9440986e-05  2.0475898e-04  3.7593830e-03
  3.9257016e-03  1.3822245e-03  4.9936236e-03  1.7043286e-03
  1.6727187e-03  1.3990654e-04  5.6811650e-03  2.3498370e-03
  2.1155546e-03 -1.5957105e-03  2.4577708e-03  8.7080983e-04]"
