,Unnamed: 0,review,rating,date,from_release,word2vec
188,188,1편재밌게봤는데 너무아쉽ㅜㅜ,6,2025-01-23 11:24:11.959824,35,"[-3.8433779e-04  4.9235304e-03 -3.1073741e-04  3.6337707e-04
 -1.4302364e-03 -6.8511567e-03  5.8579934e-03  9.2879040e-03
 -1.9385082e-03 -4.7132680e-03  3.0929798e-03 -6.0568922e-03
 -1.5005113e-03  2.3391901e-03 -7.5325248e-04 -6.4121297e-04
  6.2369448e-03 -3.4513192e-03 -3.1470989e-03 -7.4274326e-03
  2.1371285e-03  1.0155487e-03 -1.1916783e-03 -1.2950067e-03
 -1.2415405e-03  2.8869390e-04 -1.3955339e-03  1.7978435e-03
 -3.1925116e-03  7.0806062e-05  3.0876931e-03  4.9603725e-04
  1.4527821e-03 -4.3647001e-03 -4.2036017e-03  3.3927911e-03
  2.3743915e-03 -3.9957641e-03 -5.1378779e-04 -5.7433769e-03
 -9.3616440e-04  1.6408571e-03 -4.4639161e-04  4.3441714e-03
  4.4359644e-03  1.1896262e-03 -4.6828529e-03 -4.6163870e-04
  3.4856049e-03  6.5732705e-03 -2.3639265e-04 -2.6569276e-03
 -2.3354690e-03 -3.7551352e-03 -1.1710897e-03 -7.9977687e-04
  4.0604020e-03 -8.8709948e-04 -4.3030069e-03  1.3693281e-03
 -1.0219162e-03  4.8359850e-04  3.7822141e-05 -1.7083610e-03
 -5.5460036e-03  6.1513586e-03  8.7731174e-04  2.6074729e-03
 -5.4102563e-03  1.9031420e-03 -3.6893866e-03  2.8249598e-03
  5.8923922e-03 -6.6067949e-03  2.2058943e-03  2.8365373e-03
  6.2703737e-03 -7.9993432e-04 -3.0469785e-03 -9.1239711e-04
 -3.1171676e-03 -1.3619643e-03 -3.8017076e-03  6.4702625e-03
  9.6044224e-04 -1.5780838e-03 -1.0503143e-04  2.7986709e-03
  3.1375161e-03  8.1153575e-04  4.6676481e-03  3.6036104e-03
  8.9571282e-04  2.1177474e-03  7.2293379e-03  2.9747426e-03
 -1.5925792e-03 -7.0553378e-04  5.0088875e-03  2.9506639e-03]"
189,189,애니작화에만 신경쓴듯한 어설픈 스토리,6,2025-01-23 10:24:11.966903,34,"[-6.0441811e-04  9.0626872e-04  1.7023690e-03  2.2824437e-03
  7.9612633e-05 -1.9748264e-03  2.0797930e-03  2.4766419e-03
 -2.3473874e-03 -8.8702614e-04  9.7349100e-04 -1.9395858e-04
  1.3784399e-03 -1.8643707e-03 -1.7200798e-03 -1.7728941e-03
  8.0098741e-04 -2.1576041e-03  5.8670604e-04  1.6784258e-04
  1.4825560e-03  2.2611804e-03  1.2858580e-03 -3.6035880e-04
  1.8752019e-03  2.0983419e-03 -1.0047057e-03 -2.8509870e-03
 -1.7730610e-03 -1.2337458e-03 -2.2286058e-03  3.0855930e-03
 -1.1741749e-03  1.7759677e-03  5.5163674e-04  4.0811370e-03
 -2.3408020e-03 -7.5174501e-04 -1.0814251e-03 -3.2808571e-03
 -1.3499656e-03 -7.5900281e-04 -1.7414421e-03 -1.7093967e-03
 -1.2190334e-03 -2.2024314e-03  3.9065192e-03 -1.0207656e-03
  1.9337714e-03  9.8782498e-04 -9.7518554e-04 -8.5209828e-04
  5.8271689e-05 -1.3273607e-03 -6.5868505e-04  1.3784210e-03
 -3.2364368e-03 -4.4293846e-03 -7.8201509e-04  2.9263790e-03
 -3.0798360e-04  3.8418054e-04  8.3058130e-04 -4.2656146e-04
 -3.4768558e-03  3.0421873e-04 -1.0325562e-03  2.7677524e-03
 -1.2256131e-03 -3.3451684e-03  1.0063469e-03  1.2593768e-03
  3.7251865e-03 -3.6272043e-03  1.4284125e-03 -7.0507283e-04
 -1.4826749e-03 -1.3118311e-03 -2.3448220e-03 -1.4391015e-03
 -1.4474979e-03  8.5986033e-04 -2.5219121e-03 -7.4424082e-04
 -5.5641483e-04 -6.9794278e-03  1.2251707e-03  2.5359839e-03
  5.0770078e-04  8.5111393e-04  2.8810641e-03  8.4795640e-05
 -1.4383551e-03  3.0033966e-03  5.4093953e-03  5.1890239e-03
 -4.2960382e-04 -6.4882205e-04 -1.5138204e-03  5.3344475e-04]"
190,190,나름재미있게 본거같아요,10,2025-01-23 10:24:14.069198,34,"[-3.2907343e-03  6.0198228e-03 -9.2979905e-04  3.4549357e-03
 -4.1194968e-03 -5.1130871e-03  3.7951455e-03  1.0790061e-02
 -4.0543722e-03 -6.8481565e-03  3.5329623e-04 -2.1616807e-03
 -5.3827544e-03  2.6146164e-03 -1.0079133e-03 -5.7209292e-03
 -8.4227155e-04 -4.0635611e-03 -5.4540941e-03 -7.2412780e-03
 -2.2422939e-03 -6.7710644e-04  5.0536855e-03 -7.2047580e-05
 -4.0414128e-03 -7.2836853e-04 -4.5405431e-03 -5.1981984e-03
 -2.7832412e-03  3.5282250e-03 -1.5043457e-03 -2.4566327e-03
  3.0120783e-03 -8.6548058e-03 -4.9287342e-03  4.5821853e-03
  3.1407163e-03 -1.0651848e-03  2.2559743e-03 -6.4885691e-03
 -3.5350150e-04 -3.5864108e-03 -4.8705302e-03 -2.2618456e-03
  3.1539958e-03  7.7078282e-04 -7.7861566e-03  4.7058705e-03
  5.8682607e-03  3.4566547e-03  4.3892660e-03 -3.2888658e-03
  2.9457081e-03 -9.8759669e-04 -1.7989199e-03 -2.3301993e-04
  3.7509901e-03 -9.7080390e-04 -1.0041228e-02  1.6347249e-03
  2.7894513e-03 -1.5625160e-04  1.9419607e-04 -1.6042941e-03
 -1.3492368e-03  1.4636340e-04 -6.5707439e-04  4.6778154e-03
 -6.7090583e-03 -4.5082811e-04  1.1030375e-04  3.4723072e-03
  3.8068353e-03 -3.8787429e-03  5.8542490e-03  8.6073182e-05
 -1.5570185e-03  1.6050456e-03 -2.2116939e-03 -3.1512650e-03
  6.0180476e-04 -5.4382235e-03 -2.5481398e-03  4.3136291e-03
 -4.3733711e-03 -1.3502160e-03  2.7662348e-03  2.3844067e-03
  3.4890405e-03  5.0887773e-03  9.9773053e-03  4.9650064e-03
  1.6858539e-03  9.2163181e-04  9.0864487e-03  5.8649294e-03
 -4.0363539e-03 -3.3533943e-03  2.0891700e-03 -2.4281442e-04]"
191,191,소문난잔치에 먹을게 없다더니...,6,2025-01-23 10:24:14.077913,34,"[-2.4946106e-03  1.8612738e-03  2.3156477e-03  1.2461385e-03
  2.6405130e-03 -1.0373687e-03 -3.2914744e-03  6.4431001e-03
 -5.0811591e-03  1.4448604e-03 -4.0457803e-03 -4.3859878e-03
 -8.8866777e-04  3.0936173e-03  1.4667719e-03  2.7766253e-04
 -1.4527462e-03 -2.9569890e-03  1.1678431e-03 -4.4778637e-03
  3.1291582e-03 -3.1200133e-03  3.3606321e-03 -1.2816644e-04
 -1.7036460e-03 -3.8506385e-04 -1.4078398e-03 -1.4182859e-03
 -5.5262060e-03 -3.9681824e-04  5.5173393e-03  1.3155527e-03
 -3.7832573e-04 -2.9304849e-03 -4.7315913e-04  4.1439477e-03
  6.7455252e-04 -1.8721336e-03  5.3358637e-04 -9.2786001e-03
  1.6768152e-05 -8.2319492e-04 -2.6822456e-03 -3.4721350e-04
  3.4402171e-03  9.7203691e-04 -5.5782460e-03 -1.6067205e-03
  3.6521095e-03  2.2680857e-03  3.0411643e-03 -1.5114715e-03
 -3.0861315e-04  5.6329924e-03  2.3205757e-04  1.8372975e-03
  3.8386621e-03  2.0569144e-03 -4.4341534e-03 -2.1241095e-03
  1.8721381e-03  2.4864271e-03  6.6219340e-04  2.3816037e-04
  8.9800707e-04 -1.0248282e-03 -1.6743792e-03 -5.4150174e-04
  1.4072849e-03 -4.0805992e-04 -1.7132629e-03  4.6912702e-03
  1.2294141e-03  3.1050903e-04  2.4696493e-03 -3.8545709e-03
  3.1116803e-03 -2.2096699e-03  2.0673145e-03 -2.1566947e-03
 -1.8295534e-03 -1.4535226e-03 -7.2573065e-03 -2.2428958e-03
 -3.8308033e-03 -2.3987480e-03  1.1594578e-04 -5.6178618e-05
 -8.5065467e-04  3.9300113e-04  2.5278917e-03  2.3754111e-03
 -1.4573293e-03  1.8176324e-03  6.1341324e-03  3.8068511e-03
 -2.2632519e-03 -1.9696618e-03  3.2009433e-03 -1.0594144e-03]"
192,192,뇌비우고 보기에 적당,7,2025-01-23 10:24:14.086002,34,"[-2.6079374e-03 -3.7479308e-03  1.7924302e-03 -1.0782905e-03
  5.7803383e-03 -1.9761466e-03 -3.9137914e-03  8.1254784e-03
 -5.4720878e-03 -1.9286213e-03 -1.7924823e-03 -3.9834292e-03
 -3.4891143e-03  4.5873276e-03 -5.8736291e-04  4.1448809e-03
 -1.4105549e-03  1.3813472e-03 -1.7045563e-03 -9.1239503e-03
  4.7425083e-03 -1.4190113e-03  5.6781652e-03  1.1232352e-03
 -3.3579301e-03  4.8460024e-03 -1.4536023e-03 -2.6062201e-03
  3.8073625e-04  3.8015279e-03  1.3769265e-03 -2.2058268e-03
  3.2485507e-03 -5.2190428e-03 -5.4600858e-04  3.8925242e-03
 -3.2535389e-03 -4.0071136e-03 -3.4157210e-03 -8.9193946e-03
 -2.1027136e-03 -3.5311393e-03 -2.8239663e-03  6.3312254e-03
  7.0883939e-03 -1.4989726e-03  2.0036544e-03 -3.3883140e-03
  1.9570796e-03  2.9466632e-03  8.2672882e-04  8.9270883e-04
 -1.9117246e-03  2.7395498e-03 -1.1433419e-03  4.6845367e-03
 -4.2558626e-05  7.0142106e-04 -1.7304372e-03  7.0800277e-04
 -1.2051113e-03  5.2335938e-03 -4.0651523e-04  2.6699991e-03
 -3.3815366e-03  5.2320268e-03 -1.0988524e-03  5.2539762e-03
  2.7433108e-03  5.7804794e-03  6.5137504e-04  1.0616949e-03
  4.3694940e-04  3.9892961e-04  1.0523176e-03 -4.1650077e-03
  1.2859085e-03  2.7253248e-03  3.7407838e-03  1.7123017e-05
  2.5050715e-04 -2.3583132e-03 -3.8875709e-03  2.3575898e-03
 -3.1115157e-03  2.5744743e-03 -3.5663329e-03 -1.2594076e-03
  2.1600560e-03 -3.6023296e-03  2.4172640e-03 -1.7912211e-04
  2.6187557e-03  8.8240078e-04  4.8820823e-03  3.5648611e-03
  2.3746819e-03 -5.8207866e-03 -1.7499054e-03  1.8209964e-03]"
193,193,상우형 명연기봐서 좋았네요~,6,2025-01-23 10:24:14.093830,34,"[ 2.6133861e-03  5.2520409e-03 -1.5759157e-03  1.6073780e-03
 -2.3114872e-03 -5.5853124e-03  7.2671706e-04  8.0841193e-03
 -4.5203519e-04 -4.1523352e-03 -1.2577983e-03 -3.8545802e-03
 -1.1393669e-03  2.6381912e-03  1.3651900e-03 -3.0992676e-03
  2.4177355e-03 -3.0356033e-03 -3.3802509e-03 -9.4850007e-03
 -1.3670493e-04  1.9680171e-03  1.5827412e-03 -1.7609373e-03
 -1.8678218e-03 -2.0712190e-03  2.5536623e-04  2.0568350e-03
 -8.4962383e-05 -1.4280981e-03  1.0920115e-03  2.4515216e-03
  3.1310521e-04 -5.8830059e-03 -2.0050940e-03  5.8923154e-03
  3.0828996e-03  8.3316880e-04 -4.0638740e-03 -7.6098312e-03
 -1.6157395e-03 -2.7379182e-03 -2.3775920e-03 -1.1193659e-03
 -1.8303957e-03 -5.0817773e-05 -3.6209673e-04  2.8376768e-03
  1.9042846e-03  2.3573751e-03  2.4606080e-03  8.5076288e-04
 -2.1978919e-03  2.0020104e-03  4.7302604e-04  7.3378789e-04
  3.8070434e-03 -1.6928308e-04 -6.3111302e-03  2.3043749e-03
  2.6437647e-03  3.8637929e-03 -2.9434736e-03 -4.0250835e-03
 -2.3611884e-03 -1.8609478e-03  8.8665256e-04  3.2279212e-03
 -9.2033483e-03  5.1734173e-03  1.7944971e-03  3.4181511e-03
  1.0619740e-03 -7.2370190e-04  2.9410839e-03  3.3558421e-03
  6.6633039e-04  4.9656286e-04 -3.8837197e-03 -2.1927988e-03
  2.1132480e-03  8.0350168e-05 -4.9888156e-03  1.8113428e-03
 -2.7218126e-03  9.4387174e-04 -1.9735738e-03  3.3007022e-03
  4.6781786e-03  4.7706766e-03  7.0561306e-03  4.6186340e-03
  2.5839653e-04  3.4973622e-04  1.5136428e-03  8.2170172e-04
 -3.1092884e-03 -1.8428710e-03 -3.3901492e-04 -2.4670952e-03]"
194,194,1이랑 비슷한거같아요,7,2025-01-23 10:24:14.101141,34,"[-1.4839857e-03 -5.1378121e-04 -3.0400255e-03  7.4985968e-03
 -9.3133957e-04 -7.4778530e-03  1.3012296e-03  6.1458880e-03
 -3.7358091e-03 -1.4184045e-03 -8.0747990e-04 -3.2985481e-03
 -2.4026069e-03 -4.9144356e-04  1.5625282e-03 -1.7097327e-03
  6.4025396e-03 -1.1655679e-03  3.4068243e-03 -7.0194667e-03
 -9.6706674e-05 -2.2711523e-04 -1.1931314e-03 -2.6120050e-03
 -9.4668177e-04  1.4416865e-03 -6.6845287e-03 -3.2345962e-04
 -6.1895675e-04 -3.3171280e-04  5.2304738e-03  3.7014703e-03
  5.4575835e-04  3.2962675e-03 -4.0141032e-03  5.0959261e-03
  1.3537913e-03  2.8851181e-03  2.2961493e-03 -1.8796965e-03
  1.2411777e-03  2.7838426e-03 -3.7619821e-04  3.9980644e-03
  3.0404486e-04  2.6999381e-03 -7.2781695e-04  1.6694153e-03
  7.4387167e-04  2.2370312e-03  9.1236481e-04 -9.6021767e-04
  3.0416399e-03  2.3509213e-04 -1.4075971e-03 -3.9980398e-05
  1.1147420e-03  3.6114431e-04 -6.3978047e-03  2.3764295e-03
 -1.8733534e-03  3.7535927e-03 -1.2112863e-03  2.2901548e-03
 -2.9011730e-03 -2.8216648e-03 -4.3611098e-03  2.6242693e-03
 -1.5367185e-03  3.0870382e-03  7.2309980e-04  9.3633158e-04
  4.7603576e-03 -4.2690807e-03  1.5912381e-03 -2.2481061e-03
 -4.6577342e-03 -1.8480147e-03  1.4661555e-03 -1.6137692e-03
 -3.0511743e-03 -3.0507187e-03 -6.3302950e-03  5.8658947e-03
 -3.0712346e-03  2.6405947e-03  3.5527411e-03  4.4825827e-03
  3.8543295e-03  4.2521078e-03  4.8338627e-03  7.9790899e-04
  1.7440509e-03  3.1857262e-03  5.2559036e-03 -2.0406775e-03
 -1.6698512e-03  4.1027935e-03  1.0361535e-03 -1.1087342e-03]"
195,195,너무 뇌절이 심하네요,7,2025-01-23 10:24:14.108369,34,"[ 7.0489491e-03  2.2565245e-03 -8.8095083e-05 -2.3807455e-03
  2.3148884e-03 -4.1313246e-03  8.5963905e-03  4.6528387e-03
  2.1992968e-03 -6.2972112e-03 -1.6418538e-03 -8.1001967e-03
 -5.7486705e-03  8.9185243e-04 -3.1812878e-03  2.0437045e-03
  2.6777163e-03 -3.4790244e-03 -2.6335476e-03 -4.3383953e-03
  4.8840535e-03 -3.2337429e-04  3.2217056e-03 -6.2568765e-03
 -1.7989774e-03  1.3023858e-03 -3.7477636e-03 -1.4154017e-03
 -5.2803638e-04 -1.5126031e-03  4.1327141e-03  4.2254608e-03
  1.0578998e-03 -4.0757153e-03 -4.9190614e-03 -1.5352897e-03
  3.3839268e-03 -1.7088321e-03 -1.1103888e-03 -8.6579472e-03
  4.9916503e-04 -2.6268335e-03  4.7579352e-03 -2.0417864e-03
  4.8208670e-03  6.0574384e-05 -2.2519613e-05 -4.1056569e-03
 -8.6697575e-04 -1.4605876e-03  3.4832270e-03 -4.7641140e-03
  9.4641047e-04  1.5510053e-03 -1.8500164e-03  9.7629661e-04
  6.0810354e-03  1.1207765e-03 -2.6763720e-04  1.0967917e-03
 -1.9458658e-04 -9.8604523e-04 -1.5182539e-03 -4.2372145e-04
 -7.0034212e-04  3.8828608e-03 -4.6543898e-03 -2.1834781e-03
 -3.4495732e-03  4.6084570e-03 -4.4881727e-04  2.8186603e-03
  2.5557380e-03  1.4788120e-03  5.3010075e-03 -6.2888921e-03
  5.6837504e-03 -1.2440827e-03 -2.6781103e-03  2.3114127e-03
 -3.6826236e-03  1.7688428e-03 -3.2773339e-03 -1.3927778e-03
 -1.5856429e-03 -9.5877901e-04  9.0213167e-03  1.7280075e-03
  4.6525034e-03 -1.2224549e-03  3.8967540e-03 -5.2037620e-05
 -1.7549173e-04  2.5839207e-03  3.1390456e-03  3.6614740e-03
  1.8562576e-03  1.6548558e-03  1.7855951e-04  1.7599858e-03]"
196,196,그냥저냥 아무 생각없이 보기엔 무난..근데 평점 왜 높은지 의문임,6,2025-01-23 10:24:14.115397,34,"[-5.40273904e-04  3.90932616e-03 -1.38477422e-03  2.49949255e-04
  1.10021781e-03 -2.94036209e-03  2.94751581e-03  4.90825111e-03
 -1.09789975e-03  6.91473251e-05  1.36020739e-04 -3.42494599e-03
  5.50162746e-04  2.36585247e-03  1.07577842e-04  1.39651739e-03
 -2.80838297e-03 -3.89537401e-03 -1.08341663e-03 -4.49407473e-03
  6.45487162e-04 -6.87742606e-04  4.37677460e-04 -7.59214687e-04
 -3.11174104e-03  4.05068335e-04  1.85770055e-04 -3.14594246e-03
 -1.30156940e-03  1.76159339e-03  2.34014192e-03 -4.34725487e-04
  2.53533246e-03 -4.46056295e-03 -2.59453151e-03  2.95321993e-03
 -4.75008506e-04 -9.19794082e-04  8.37661559e-04 -2.81794369e-03
  1.00652780e-03 -2.72925058e-03  8.19790585e-04 -3.21780652e-04
  1.12838554e-03 -1.91325333e-03  2.42341193e-03 -1.33784919e-03
  9.21354571e-04 -2.62721849e-04 -1.49670197e-03  2.36491906e-06
 -4.30536515e-04 -1.10650773e-03  7.63435673e-06  1.77206076e-03
  1.19906652e-03 -1.59045012e-04 -1.98808615e-03  3.46382469e-04
 -1.57221220e-04 -2.28702556e-05 -3.92745889e-04  2.03957403e-04
 -1.31968118e-03  1.18303671e-03  1.57056388e-03  2.66295532e-03
 -1.41541997e-04  1.80320302e-03  7.91317609e-04  5.07271849e-04
 -9.31561342e-04  1.06760662e-03  2.35424866e-03  1.27643254e-03
 -7.12744077e-04 -5.10051672e-04  8.93502729e-04  4.63544996e-03
 -3.02733481e-03 -9.51481168e-04 -3.54771176e-03  1.95997953e-03
 -1.79660827e-04  1.92888884e-03  3.07166483e-04  2.61297589e-03
  1.97804114e-03 -5.56189043e-04  3.22464714e-03 -1.50315417e-03
  1.52687833e-03 -1.51232630e-03  6.44201506e-03  1.16524880e-03
 -1.13351765e-04 -2.79794447e-03  1.33967167e-03 -2.69260583e-03]"
197,197,지루하지않게 봤습니다,10,2025-01-23 10:24:14.122364,34,"[ 4.91046172e-04  1.97243993e-03  6.01398805e-03  8.86901189e-03
 -1.46046060e-03 -8.23330134e-03  3.45508312e-03  9.67684202e-03
 -5.77157224e-03  2.68173381e-03  4.02732613e-03 -3.80762178e-03
 -4.75279381e-03  9.37190931e-03  3.31986393e-03  3.58889531e-03
  1.01474207e-03 -3.72557715e-03 -1.65212119e-03 -1.10443598e-02
  5.46329096e-03  4.65207268e-03 -1.12449937e-03  2.41370988e-03
 -4.31857212e-03  1.48384005e-03  1.07805023e-03 -1.27600215e-03
 -7.74365477e-03  5.00355801e-03  4.09534806e-03 -3.09474370e-03
  6.41597249e-03 -1.17007330e-04 -8.38880253e-04  7.68433698e-03
  3.54964775e-03 -3.80541920e-03 -5.20976773e-03 -8.30766093e-03
 -2.55993288e-03 -5.56890806e-03 -4.74750297e-03  4.56394628e-03
  3.37249320e-03  3.60755529e-03 -6.64069876e-03  8.91591131e-04
  4.46191523e-04  4.30026837e-03  1.28016341e-03 -1.75075734e-03
 -1.04047183e-03 -1.54464657e-03  1.49693666e-03 -4.45773447e-04
  1.89779641e-03 -5.83828054e-03 -3.80830816e-03  5.58408303e-03
  1.67533159e-04 -6.25484390e-05 -2.58707232e-03 -4.36102459e-03
 -4.16999543e-03  2.70090345e-03  3.19434982e-03  1.00034075e-02
 -4.96329321e-03  7.54537620e-03 -5.96944103e-03 -9.70569439e-04
  2.12792680e-03 -5.70211373e-03  7.98788946e-03  3.86882643e-03
 -2.40034238e-03 -7.32777175e-04  5.52119978e-04 -2.92893336e-03
 -1.83626369e-03  4.24248312e-04 -6.41962187e-03  9.26624611e-03
  7.24806450e-04 -4.10859095e-04  3.71811539e-03  7.26714032e-03
  6.96602976e-03 -1.47441309e-03  8.81979149e-03  2.36120168e-03
  1.46842108e-03  4.48581995e-03  8.76377895e-03  8.66395701e-03
 -4.19967109e-03 -1.59934198e-03 -5.91610500e-04  2.57342425e-03]"
198,198,왜 속편이 나오는건지?,5,2025-01-23 10:24:14.129267,34,"[-6.50750706e-04  5.91454387e-04  3.87710962e-03 -6.76724070e-04
  6.14354387e-04 -3.50103900e-03  9.70704423e-04  3.60096502e-03
  1.58327224e-03 -2.05576792e-03 -2.80740019e-03 -3.70125310e-03
 -3.86353885e-03  3.95852001e-03  1.78217422e-03 -4.46011079e-03
 -1.62866386e-03 -2.10770778e-03 -1.64217094e-03 -6.22514589e-03
  1.27417163e-03  4.76063509e-03  2.52197939e-03 -1.40594784e-05
  1.17558484e-04  2.58200150e-03 -5.59162721e-03 -1.00137468e-03
 -1.69593806e-03  2.14564172e-03  4.60748421e-03  2.05731485e-03
 -1.16096763e-03 -2.64336751e-03 -4.35925694e-03  6.05271244e-03
  1.93834631e-03 -2.32276483e-03 -4.32501966e-03 -4.57467511e-03
  2.15863227e-03 -2.88765854e-03  1.89608123e-04 -2.98876152e-03
  2.37843767e-03 -1.41258977e-04 -3.72832827e-03 -5.27697150e-04
  4.07477887e-03  7.49933126e-04  1.03388331e-03 -1.77616021e-03
 -1.60589942e-03  2.61252257e-03 -1.55113160e-03  4.80175717e-03
  4.42408444e-03 -8.92282464e-04 -2.60682590e-03  8.94517070e-05
 -2.89150421e-03 -1.91208429e-03 -8.77354003e-04 -1.17688195e-03
 -2.90972064e-03 -6.79129327e-04 -1.03493722e-03  2.72447173e-03
  3.31475894e-04  4.88656806e-03 -3.89545783e-03  3.44899693e-03
 -4.78784670e-04  2.20666733e-03  2.49436614e-03  1.40116643e-03
  2.45382846e-03 -1.41970057e-03 -5.08364243e-03  3.18845292e-03
  5.34379855e-04 -2.74051446e-03 -3.93537013e-03  5.24382060e-03
 -4.72012116e-03  2.29307241e-03 -8.29078665e-04  2.64518172e-03
  3.32582439e-03  8.78957333e-04  1.92795054e-03  1.40383479e-03
 -3.66839045e-03 -4.07895772e-04  7.75646605e-03  9.00744461e-04
  4.13585774e-04 -2.83511821e-04 -1.50990265e-03  5.39331988e-04]"
199,199,황우슬혜 goat!,8,2025-01-23 10:24:14.136152,34,"[-7.8053311e-03  7.9807593e-04 -5.0472100e-03 -7.3978567e-04
 -3.1849034e-03 -2.9605906e-03 -2.2392762e-03  5.6104343e-03
  4.7121109e-03 -3.1968697e-03  4.1000621e-05 -1.6695531e-03
  1.7050254e-03  6.3616759e-03  1.8050699e-03 -3.3522930e-03
  2.5577899e-03  1.5312700e-03  3.4567898e-03 -1.4154222e-03
  4.2413115e-03  3.1771995e-03 -3.9544390e-04  1.9980294e-03
 -1.1495651e-03 -1.9013571e-05 -2.3287723e-03 -7.4034990e-03
 -5.7012163e-04 -3.7277872e-03 -6.2400419e-03 -1.2346679e-04
 -2.1846555e-03 -3.1052830e-03 -1.5295203e-03  9.3041424e-04
  3.1873586e-03 -5.1538753e-03 -8.0992450e-04 -1.2173747e-03
  2.7501991e-03  1.5177608e-04 -2.4447911e-03 -3.1328492e-03
 -2.1038805e-03  1.9476824e-03  6.4364512e-04 -2.2377239e-03
  1.0971761e-03  2.2424122e-03 -1.3254128e-03 -2.0599437e-03
 -1.3081976e-03 -3.4277251e-03 -1.4553989e-03  3.4082069e-03
  8.2158996e-03  3.3341798e-03 -1.6049943e-03 -4.2405804e-03
  1.8179789e-03  2.3218363e-03 -2.8283540e-03 -5.2069016e-03
 -6.4707082e-03  3.1415157e-03 -4.7980151e-03  3.7798740e-03
 -6.2811212e-03  3.6955464e-03 -1.2617012e-03  3.5240501e-03
  4.2353650e-03  3.1900548e-03  6.4756162e-03  1.5737237e-03
 -1.1984397e-03  1.9945924e-03 -8.6606927e-03  5.4113106e-03
  1.1161718e-03  4.5605972e-03 -1.8778956e-04  7.0470348e-03
  1.7892910e-03  2.0434617e-03 -4.5727161e-03 -1.3600569e-04
  2.9059232e-03  4.3687723e-03  3.4436863e-03  1.6672667e-03
  2.9196206e-03 -5.7796325e-07  5.4510762e-03  6.2059886e-03
  1.9230334e-03 -3.6421970e-03 -1.8933400e-05  2.8623515e-04]"
200,200,오랜만에 액션영화까지 보게 되어 기쁘게 보았어요 ,10,2025-01-23 10:24:16.209848,34,"[-1.0592460e-03  9.1473665e-04  5.5405777e-03  1.2346067e-03
  1.0577696e-03 -5.8224979e-03  1.9798623e-03  6.1787521e-03
 -2.9812620e-03 -3.5016863e-03 -9.0159726e-04 -8.1213005e-03
 -4.5383433e-03  5.3069210e-03 -3.8771990e-03 -2.1088533e-03
  2.3641337e-03 -1.6728065e-03 -2.3439567e-04 -1.0182235e-02
  3.5822380e-03  1.8320833e-03  4.6152147e-03  1.6694813e-03
 -1.5066995e-03  3.5385424e-03 -1.8178336e-03  8.6734188e-04
 -5.3540817e-03  2.0545808e-04  1.5556528e-03  6.7847897e-04
  1.0176415e-03 -8.3428705e-03 -1.2994047e-03  2.1274576e-03
  1.0890421e-03 -6.6594873e-03 -2.6756907e-03 -9.1828611e-03
 -3.7481587e-03  9.6493932e-05 -3.5475316e-03 -5.8653815e-05
  2.8342954e-03 -5.5514916e-04 -3.8776749e-03 -6.1072834e-04
  4.7150552e-03  5.9619751e-03 -1.7916928e-03 -2.1084289e-03
  3.6737183e-05 -6.3524081e-04 -5.5917044e-04 -1.0659508e-03
 -1.7101965e-03 -5.7240333e-03 -4.6416782e-03  2.7771029e-03
 -7.7339710e-04  3.7038949e-04 -1.0702874e-03 -5.7524338e-04
 -1.4518282e-03  6.1465509e-04  2.8208992e-03  4.9624364e-03
 -4.6085822e-03  5.2223727e-03 -4.8455471e-04  6.0985857e-03
  4.2188838e-03 -3.1625426e-03  5.0657042e-03  1.9684648e-03
  6.9623312e-04 -2.1629157e-03 -2.5909147e-03 -6.8164064e-04
 -4.6258005e-03  9.8104018e-04 -3.0865232e-03  7.0222965e-03
 -3.0915737e-03  8.0789195e-04  1.5543869e-03  4.0879440e-03
 -1.2670968e-03  1.1769225e-03  2.4152254e-03  1.6818215e-03
  2.8466296e-03 -2.2197313e-04  7.8614615e-03  3.0135610e-03
 -1.3651457e-03 -1.7625783e-03 -3.2277803e-05  2.0640590e-03]"
